Width	Heigh	Diameter	Season	Manufacturer
126	34	40	2	135
43	16	3	3	24
110	14	4	4	5
6	26	29	3	88
101	21	6	1	95
146	1	17	1	44
89	20	12	2	200
91	33	8	2	106
66	13	37	3	13
130	34	30	2	18
129	27	39	1	3
78	38	18	3	50
138	19	23	4	138
42	4	20	3	96
41	20	21	3	153
130	17	11	2	33
30	37	36	3	14
127	25	24	2	125
98	5	14	4	45
117	16	35	3	56
37	10	27	2	102
33	29	28	3	31
104	29	38	4	201
120	33	32	1	114
29	22	1	3	65
149	19	22	2	38
116	9	10	3	167
68	10	13	3	200
43	25	5	2	105
51	17	39	4	91
21	10	16	3	11
57	33	19	3	43
52	13	9	2	182
49	1	34	4	171
117	33	25	2	187
29	2	2	2	22
50	12	41	2	13
124	28	31	4	124
22	16	26	2	115
151	31	15	2	67
127	3	7	4	32
28	38	33	2	48
87	27	3	2	30
46	30	4	4	36
68	4	30	4	42
113	19	38	2	169
135	16	12	1	142
85	35	17	2	204
31	16	6	4	71
132	2	37	2	15
35	3	16	3	136
89	6	10	4	50
69	14	9	3	200
61	14	22	3	119
139	30	7	2	173
123	19	27	4	90
152	30	1	3	166
68	25	14	1	7
89	22	26	3	59
75	34	15	3	94
54	7	20	2	97
60	4	21	2	203
122	16	8	4	108
76	10	21	2	122
84	7	36	3	20
24	17	25	4	73
146	37	8	2	202
43	4	28	3	112
128	6	34	3	54
23	25	39	3	146
91	5	35	4	4
72	9	13	2	8
143	34	23	1	188
103	31	9	4	149
121	7	2	1	198
106	38	41	1	43
28	2	18	4	154
38	5	31	4	52
14	14	5	2	68
130	5	29	2	205
122	20	40	4	44
69	6	19	3	182
13	28	33	2	159
71	4	24	1	39
18	35	32	3	81
38	11	11	1	57
83	18	35	2	41
95	38	5	4	84
58	25	22	2	123
46	11	21	2	123
151	5	26	3	130
75	8	19	4	41
125	33	4	4	56
105	29	22	4	197
66	10	39	3	187
131	30	37	4	86
14	2	14	4	207
39	4	41	2	51
149	38	38	1	120
121	31	29	3	97
4	10	40	2	71
39	24	7	4	198
102	17	34	2	45
148	4	1	4	41
14	3	24	3	172
107	22	20	4	57
110	17	17	3	98
32	6	18	3	78
59	38	8	1	79
58	26	16	4	31
81	37	11	3	71
40	29	6	3	157
20	32	36	2	45
122	30	12	2	156
50	37	35	1	80
111	23	23	4	31
128	27	10	1	7
26	2	13	1	129
47	27	2	1	16
143	19	30	3	50
48	31	31	1	206
131	19	33	1	97
106	1	27	2	152
12	1	25	2	29
146	2	3	4	174
138	27	37	1	53
111	18	9	4	40
21	25	28	3	203
62	16	15	1	195
86	4	29	2	169
101	10	29	4	204
101	36	32	1	122
59	36	9	1	30
149	14	26	4	74
50	36	24	3	61
95	5	7	1	174
78	7	6	2	70
48	30	18	1	47
27	30	19	2	96
106	33	3	3	4
102	14	3	3	80
133	25	1	4	98
108	19	16	2	158
86	2	35	3	95
108	33	25	4	52
152	3	2	3	5
33	18	21	2	8
25	14	27	3	182
43	34	26	3	23
98	15	36	2	74
29	23	32	1	33
110	29	33	3	115
42	25	5	3	163
93	12	41	2	9
3	18	40	4	123
7	21	19	1	69
121	5	25	2	87
96	18	16	2	175
98	28	34	4	64
25	34	17	3	115
96	29	2	2	64
38	23	37	3	66
147	11	20	2	77
59	3	40	1	114
26	4	34	2	115
92	26	12	3	201
117	35	41	1	163
27	33	40	2	203
61	18	12	2	32
107	3	38	3	185
124	32	4	4	130
108	3	28	4	145
48	23	33	2	10
149	34	14	1	168
13	10	5	1	89
96	15	39	2	79
75	38	18	2	204
70	19	13	2	116
135	22	13	2	69
72	22	23	4	43
139	12	29	1	113
116	17	8	4	14
89	12	33	4	149
36	38	12	3	108
94	25	10	1	13
17	28	41	2	199
65	22	4	4	122
119	4	26	1	78
99	28	18	2	62
111	1	18	1	95
122	16	22	4	54
70	23	30	4	145
1	24	11	3	203
130	9	15	1	75
113	29	31	3	34
124	7	15	1	185
96	17	22	1	112
31	1	31	4	72
141	2	16	1	37
7	16	31	3	184
15	11	28	1	16
82	11	22	3	149
88	2	35	3	33
42	15	17	1	54
10	34	5	1	19
75	5	35	4	201
1	30	21	3	108
99	1	27	2	120
116	13	38	4	90
48	13	17	3	22
95	4	6	4	136
15	14	3	3	10
92	6	34	2	31
100	33	4	2	132
92	20	30	4	101
57	30	27	4	163
112	25	6	3	194
134	12	8	4	66
115	26	14	4	84
77	9	7	2	89
65	37	14	1	67
98	26	25	3	55
108	15	37	1	113
109	19	13	2	19
124	10	11	4	5
150	33	19	2	198
114	19	3	2	51
143	36	12	3	26
21	1	37	2	180
27	38	35	3	192
128	8	32	1	110
117	7	39	1	125
150	31	11	1	98
12	18	32	2	99
28	16	20	2	202
152	7	5	3	173
123	8	5	3	81
96	28	32	3	178
109	21	36	3	18
89	25	16	3	148
148	20	20	2	52
138	10	20	4	20
12	28	33	1	207
136	2	35	1	101
69	3	33	2	129
120	14	20	1	144
63	11	13	3	3
61	19	5	1	86
66	14	26	2	11
66	24	18	1	92
136	22	41	1	15
66	17	11	4	19
103	23	34	4	137
87	26	38	3	171
133	32	19	3	37
141	35	5	1	146
38	31	26	2	21
81	16	5	2	7
2	20	2	3	139
132	26	3	1	123
106	36	21	4	154
144	18	3	4	102
82	21	11	2	75
41	12	26	4	86
47	2	1	4	204
68	31	37	2	38
74	19	15	3	166
15	2	15	3	114
141	33	38	3	57
101	2	17	4	160
72	36	16	4	81
53	9	20	1	35
56	3	2	3	75
98	38	19	3	2
8	25	29	4	141
53	35	39	1	32
37	5	13	2	100
40	30	24	2	40
56	2	15	3	12
61	6	23	3	80
33	37	8	1	205
143	17	24	3	36
100	27	10	3	164
148	30	23	1	26
36	1	14	1	16
113	25	8	3	4
76	24	17	3	142
128	32	38	3	202
116	3	36	4	160
122	9	17	1	49
106	18	19	1	20
145	35	28	1	3
88	24	16	1	38
83	15	33	2	67
52	32	32	3	14
148	36	32	3	27
32	5	33	1	177
127	35	31	2	103
148	17	2	3	174
103	16	35	1	205
139	38	25	1	143
70	17	28	2	51
44	17	9	4	106
76	23	38	2	86
20	25	24	4	44
9	26	17	1	140
31	36	11	3	78
43	11	4	4	119
105	35	40	1	45
80	5	6	1	175
40	38	33	3	183
59	26	13	1	24
67	11	11	4	14
39	5	22	4	93
100	3	31	1	183
62	15	35	3	134
137	8	13	2	98
101	16	14	4	158
40	9	37	3	9
35	35	2	3	53
55	36	34	2	16
146	13	38	4	7
85	22	5	3	132
31	2	34	2	110
102	29	1	2	63
70	8	21	4	91
110	21	21	1	14
72	6	37	1	147
75	10	36	2	54
144	7	26	2	205
8	29	5	1	101
75	6	1	2	11
37	19	32	2	79
43	7	17	3	71
28	4	31	2	15
116	24	20	1	61
17	16	7	3	43
131	7	12	1	174
49	38	12	1	150
148	35	40	4	18
94	30	16	1	125
130	27	4	1	88
56	29	16	2	71
97	31	22	3	45
68	17	17	1	35
5	33	12	3	177
26	19	17	2	5
142	34	1	4	66
52	22	33	2	21
134	18	21	2	16
54	14	38	4	85
107	37	22	4	1
120	25	21	4	21
39	16	31	1	31
38	20	25	1	197
20	27	15	4	132
73	19	36	2	7
53	37	25	3	38
71	23	7	2	27
56	32	19	2	125
44	14	37	1	156
118	20	40	1	61
43	17	7	2	141
115	36	24	1	14
132	21	34	1	168
9	22	23	2	171
55	11	39	4	36
68	11	20	2	141
14	28	13	1	158
19	28	39	3	70
81	35	35	2	98
55	37	31	1	144
48	26	30	2	149
95	16	31	2	44
49	14	41	3	81
144	19	1	1	175
1	3	14	1	204
4	23	12	2	82
2	11	20	1	43
19	5	29	3	156
130	30	23	3	198
76	9	8	3	173
45	9	19	2	122
57	26	15	4	7
135	34	23	1	14
73	27	37	1	60
59	21	6	3	34
54	25	28	1	5
11	8	37	3	188
23	6	37	4	115
39	12	13	4	159
9	12	2	2	103
119	31	2	1	9
144	25	20	4	113
85	23	26	3	50
100	35	15	1	177
98	23	4	2	182
84	31	26	1	121
109	30	35	1	3
83	29	8	3	191
25	13	35	1	32
59	25	32	4	12
130	16	33	4	22
22	30	5	1	77
19	10	35	3	52
38	22	32	4	55
37	33	34	1	8
40	2	19	3	177
5	29	15	3	120
24	21	27	1	125
50	8	3	4	83
87	11	9	3	50
26	22	6	3	22
71	17	9	2	58
97	9	33	4	123
133	35	15	4	118
110	33	38	4	87
60	23	9	1	138
6	31	4	1	29
74	11	6	4	2
144	37	32	1	26
103	11	27	3	138
130	32	21	2	162
58	15	28	3	129
91	21	20	1	109
34	12	5	1	197
30	2	34	3	109
24	18	16	1	10
120	11	35	4	75
78	33	41	1	34
25	38	22	3	70
91	4	9	3	22
117	14	20	3	158
13	23	35	1	79
35	19	1	4	176
131	29	6	3	166
99	13	13	1	20
78	22	29	2	12
145	19	12	1	105
19	14	38	4	190
77	7	20	4	58
71	37	8	3	22
128	35	15	3	172
96	26	1	4	36
41	17	10	1	119
149	10	6	1	15
149	15	23	4	45
36	25	7	2	60
91	14	32	4	103
123	22	30	3	139
152	25	34	4	22
14	16	8	4	113
119	11	15	3	71
137	17	10	2	44
134	24	6	1	115
84	19	7	2	62
87	15	21	1	164
82	31	37	3	12
31	24	9	1	131
3	4	14	2	127
134	8	17	2	79
14	35	39	4	43
74	21	29	4	8
23	23	10	4	134
7	10	14	1	88
15	4	35	3	191
133	29	5	4	43
70	31	2	4	197
87	36	13	4	115
30	26	32	2	200
52	37	39	3	195
64	11	20	4	30
88	31	30	2	129
25	2	36	3	175
83	22	10	1	202
68	16	40	2	63
60	10	15	4	37
39	30	20	1	37
20	34	13	4	138
91	16	36	1	150
33	21	38	1	94
66	25	22	2	140
68	3	35	2	166
107	16	17	3	172
127	8	36	3	191
12	11	37	1	143
77	11	9	2	104
66	8	41	1	87
83	7	40	2	4
67	12	24	1	11
105	33	10	4	59
62	12	39	3	174
65	18	7	3	170
149	26	40	2	156
38	9	24	4	105
107	33	21	1	55
150	32	8	3	60
53	7	26	3	166
18	38	13	4	142
54	11	29	4	19
72	31	32	1	23
110	30	20	2	67
78	27	11	4	18
16	29	25	4	131
84	8	37	3	39
73	25	20	1	99
145	34	23	4	40
69	10	2	3	125
107	18	37	3	100
118	4	32	4	48
111	5	29	4	18
37	18	40	2	101
135	5	29	4	67
49	32	3	2	57
64	28	6	3	81
59	19	36	4	108
55	34	35	4	65
134	19	13	3	75
96	11	30	4	189
21	31	36	4	33
120	16	12	3	15
92	14	23	1	196
6	20	13	3	39
62	37	22	2	183
37	20	37	1	5
76	30	5	4	82
15	32	17	4	94
84	27	22	3	199
152	33	30	4	28
69	12	5	3	44
91	18	10	1	87
60	35	13	2	5
73	33	34	1	139
97	5	34	2	133
23	19	34	4	153
105	17	1	1	180
78	36	38	4	4
19	26	40	3	113
68	19	7	3	104
54	20	11	4	120
40	34	18	2	7
114	4	25	1	91
104	13	27	4	45
63	14	33	4	118
72	34	3	1	146
70	12	39	1	22
137	33	41	3	48
20	28	8	3	136
138	7	7	1	31
138	13	29	2	84
116	31	34	1	181
22	29	32	1	86
31	22	22	3	3
138	5	28	4	187
54	36	23	3	195
50	2	20	4	179
63	37	8	3	18
109	20	2	4	167
85	5	27	1	94
140	8	6	1	9
63	19	16	4	123
129	4	20	3	27
124	1	6	2	195
3	22	15	3	61
67	35	39	3	20
105	18	23	3	15
13	34	15	3	171
30	30	26	4	113
5	17	22	1	204
69	2	41	1	92
26	31	32	3	78
146	4	27	1	29
21	38	35	1	197
91	35	39	4	24
11	32	38	2	44
72	16	8	3	162
13	8	11	3	56
118	6	21	4	128
87	32	18	2	189
150	11	34	4	46
28	26	36	3	64
105	8	33	2	53
35	24	17	2	63
113	8	11	1	11
84	37	18	4	5
146	29	10	4	69
38	24	7	4	119
47	1	13	4	102
151	3	27	4	23
103	1	7	3	10
132	11	9	4	69
3	9	41	3	121
40	1	15	2	5
45	19	8	4	117
139	5	41	3	178
107	15	14	3	29
151	16	40	3	145
10	8	22	2	43
145	2	27	3	81
26	16	24	3	6
68	28	9	3	96
130	22	39	1	64
147	33	1	4	68
57	5	40	4	8
130	15	31	2	135
14	33	10	2	5
24	12	29	1	123
46	19	14	4	18
12	30	41	1	72
59	10	33	3	146
38	38	15	4	176
108	29	31	2	77
112	5	20	3	148
127	27	2	3	74
90	13	10	2	123
20	24	3	1	160
100	23	26	4	57
140	37	31	4	111
54	9	27	4	179
5	1	16	3	7
102	36	2	4	149
144	3	35	1	44
135	26	20	2	34
11	6	20	2	5
78	24	10	1	149
38	32	41	4	22
53	29	23	1	48
29	4	16	2	77
46	35	1	2	202
136	38	27	4	109
3	12	24	4	75
66	16	10	4	4
72	14	20	2	64
72	18	21	1	48
97	33	35	3	184
109	28	32	1	52
116	36	7	1	77
37	24	11	4	191
34	30	31	4	130
12	29	34	3	52
138	4	35	4	171
15	15	13	4	81
112	31	28	1	88
54	10	40	1	73
83	27	1	1	35
94	32	12	1	19
26	26	10	3	49
106	11	34	1	157
101	23	21	2	194
17	36	24	4	48
123	26	18	4	41
105	16	30	4	100
118	38	38	1	66
133	19	33	3	11
80	11	38	4	147
34	15	16	4	104
65	31	30	1	64
55	9	6	4	109
49	13	19	3	196
69	1	12	1	196
30	24	16	2	21
25	28	39	3	153
32	31	35	3	10
61	10	29	4	90
150	5	25	4	21
122	29	3	2	87
60	22	12	3	114
30	10	23	1	44
127	26	30	1	2
35	12	34	1	69
113	30	27	3	33
23	4	13	2	7
83	16	22	3	137
129	31	34	2	56
47	35	6	2	37
145	24	30	1	80
137	3	36	4	168
90	5	29	2	131
37	28	7	4	22
131	13	22	2	19
46	16	11	2	101
93	14	16	1	22
27	16	38	1	99
87	25	40	3	1
60	21	24	2	191
4	11	30	4	125
26	14	26	2	141
152	22	6	2	121
108	38	38	4	136
7	32	25	1	8
43	3	10	3	107
30	3	7	3	8
96	6	26	2	6
137	36	19	3	71
60	28	4	1	156
43	32	35	3	39
2	1	1	2	151
99	6	37	1	202
3	32	39	4	159
140	24	33	2	47
129	9	8	3	5
45	17	39	1	131
79	24	11	4	197
135	4	10	1	165
150	15	33	3	192
78	11	19	4	7
140	4	12	3	20
65	34	41	3	113
22	7	36	1	83
67	6	7	3	114
85	34	11	2	77
12	16	30	2	8
126	11	29	3	151
15	21	5	1	66
77	19	24	4	12
53	36	19	2	28
101	7	33	3	15
63	34	4	3	82
134	35	20	2	176
86	6	7	2	18
37	32	35	1	24
41	35	27	1	134
102	5	9	3	142
48	7	13	2	114
61	1	30	4	126
13	7	29	2	77
12	34	40	1	178
126	26	11	3	26
56	33	40	2	182
104	16	9	3	37
85	12	15	3	34
47	4	24	4	4
109	16	22	1	91
54	27	8	4	187
135	6	37	2	174
19	7	14	2	86
64	35	35	1	142
110	23	25	3	28
68	29	11	1	74
78	18	25	2	156
82	13	1	1	40
133	22	22	4	124
68	27	19	3	185
43	26	34	1	97
2	21	24	2	85
16	17	37	1	72
14	10	30	3	150
62	17	40	2	15
97	2	19	2	187
89	7	29	2	6
77	1	33	1	13
137	10	11	2	135
149	13	39	1	180
39	1	21	2	61
118	19	36	3	140
60	18	19	1	167
120	36	38	4	20
47	38	14	4	203
146	12	30	3	196
2	23	30	1	192
49	37	20	2	182
119	7	41	4	122
72	7	11	1	133
75	19	13	3	10
28	22	19	4	145
9	13	4	2	128
43	2	8	3	16
23	29	38	2	129
10	10	1	2	26
80	31	33	3	156
114	33	40	4	94
25	19	40	3	13
4	35	23	1	131
149	1	31	2	70
101	8	19	1	178
43	37	31	2	3
11	13	2	3	69
4	36	39	4	182
89	13	41	2	112
13	22	28	2	71
24	5	41	3	128
7	3	5	2	158
40	28	11	3	63
7	34	7	2	57
96	34	4	2	157
66	7	7	2	5
100	36	11	3	145
88	35	38	1	9
139	17	40	1	17
143	28	35	2	69
151	34	37	4	163
125	13	11	4	202
43	20	32	3	36
63	29	15	1	14
8	37	19	2	61
4	2	35	4	111
93	34	33	1	139
69	5	15	2	23
150	34	20	3	54
34	23	23	4	16
91	8	19	3	193
71	33	12	1	40
130	1	27	4	194
25	12	8	1	39
42	37	37	2	139
39	18	39	1	189
110	8	24	1	129
76	3	30	4	137
27	10	24	1	196
48	14	4	1	4
111	20	34	4	34
50	5	39	3	38
81	17	21	4	165
26	17	39	2	114
49	24	35	1	158
51	28	5	3	130
38	34	39	2	109
94	15	4	2	183
74	17	3	2	118
132	5	12	3	81
51	34	22	4	203
94	3	24	1	89
66	9	25	1	53
9	6	35	2	19
80	26	4	2	75
143	11	14	1	109
131	10	20	4	51
151	38	31	1	22
88	12	28	2	104
102	20	13	2	88
152	5	19	4	13
150	24	10	4	72
144	10	29	3	157
99	26	34	1	147
12	3	14	1	33
136	34	3	3	26
150	3	4	3	187
5	35	3	1	175
89	16	15	3	182
75	24	41	3	171
78	28	12	3	10
122	4	1	1	43
8	3	21	3	67
20	19	4	2	54
121	20	32	4	194
116	1	14	1	4
52	20	30	1	166
84	32	9	3	173
10	31	25	4	204
3	34	16	1	151
13	14	16	2	18
14	12	9	2	42
61	3	34	1	191
144	21	10	2	10
71	20	30	3	13
122	7	10	1	124
12	2	22	3	120
32	4	22	3	202
87	24	23	2	5
34	17	8	2	158
95	24	23	1	22
89	26	30	4	191
5	6	36	3	23
68	38	4	4	89
58	1	26	1	24
67	20	22	3	22
84	23	25	3	155
111	21	7	3	128
139	28	9	2	165
100	8	34	4	15
81	9	14	2	116
75	31	7	2	55
11	9	39	1	4
28	35	29	1	31
104	23	21	3	144
55	30	41	2	79
18	24	38	3	62
126	32	23	1	132
48	11	25	4	194
131	11	21	3	11
61	28	28	3	13
7	35	33	2	7
118	25	26	4	35
72	2	35	3	196
117	15	13	2	172
67	29	12	3	3
114	37	14	1	73
31	32	32	1	32
7	2	2	4	87
109	25	27	1	112
56	25	11	3	161
136	15	11	1	119
95	26	16	4	54
142	14	20	3	152
33	35	3	2	125
103	4	25	3	120
51	32	25	3	206
21	20	38	2	114
33	4	17	1	164
62	36	2	2	56
150	14	22	2	160
43	21	37	4	22
115	32	11	4	13
104	5	37	4	103
111	36	3	3	165
87	30	8	4	12
84	18	23	1	110
128	23	27	3	133
79	12	29	1	95
36	9	40	3	172
146	3	28	1	111
82	34	3	2	111
129	35	4	4	26
133	26	4	1	96
47	9	29	3	99
22	2	17	3	1
89	38	13	3	26
16	20	39	2	168
28	15	34	1	5
82	32	38	2	11
74	3	10	3	122
48	10	36	1	92
151	25	4	3	40
149	21	16	2	67
144	26	33	1	99
61	4	25	1	159
139	22	5	3	70
48	15	38	4	122
142	33	23	2	102
150	38	13	2	17
100	29	9	3	60
132	14	16	2	131
94	12	37	3	177
139	36	8	4	167
99	32	8	3	201
21	30	12	3	22
38	16	20	3	3
28	32	2	4	129
24	16	38	3	203
26	7	4	4	21
146	8	29	4	177
5	7	11	4	12
41	7	15	2	201
152	37	38	1	192
62	25	23	2	27
148	25	34	4	155
18	27	34	4	90
24	25	34	4	121
9	21	20	3	126
114	28	39	4	122
133	6	30	1	7
150	25	26	2	180
80	17	26	2	13
19	37	4	3	50
79	13	12	4	193
84	33	4	4	188
11	16	17	3	52
138	26	27	3	11
101	20	30	1	38
143	26	1	1	86
88	20	1	4	37
127	31	21	3	124
132	37	6	1	165
17	30	28	4	95
105	36	34	1	57
152	8	28	1	152
129	7	9	2	180
86	3	3	1	195
140	10	9	4	17
130	25	18	3	160
112	11	17	3	26
95	35	30	2	76
115	21	2	3	188
17	31	14	3	5
25	23	16	2	90
36	29	20	3	156
135	19	36	3	43
22	28	4	4	74
136	32	22	1	103
125	1	16	4	203
15	18	40	2	38
30	36	24	2	7
143	22	37	1	141
32	10	25	1	42
106	32	26	2	104
9	16	40	2	77
115	35	36	4	34
12	8	10	3	157
87	3	7	2	117
73	17	6	3	164
6	24	31	1	195
3	5	12	2	171
142	11	28	2	163
88	32	17	1	23
95	20	32	2	142
37	26	12	1	111
46	15	22	2	167
53	30	3	2	204
130	36	34	3	1
106	15	10	2	169
128	5	3	3	5
49	27	39	2	62
74	16	39	3	18
118	23	19	2	131
117	6	17	3	122
74	38	16	1	144
150	10	17	1	170
34	5	12	1	137
30	4	39	2	204
132	16	8	4	76
150	37	31	3	76
4	22	27	3	14
131	15	3	4	32
34	16	14	3	176
45	24	30	2	107
145	11	40	2	159
41	1	9	2	147
23	34	31	2	202
12	6	24	1	15
78	8	17	3	21
3	13	35	2	167
33	27	20	4	169
84	34	32	4	166
148	12	41	2	80
4	37	29	1	152
60	31	35	2	6
137	27	6	4	189
36	32	6	1	72
130	6	8	4	29
109	37	39	1	141
26	12	25	4	112
77	12	13	3	6
73	24	33	3	133
26	13	37	1	207
125	28	32	4	125
127	1	32	1	71
146	17	13	3	191
53	23	11	4	163
45	23	5	3	170
44	16	7	1	204
135	38	30	3	30
13	27	10	2	112
135	3	27	1	57
152	32	11	2	3
137	28	24	1	24
144	6	5	2	93
30	31	28	3	205
92	37	4	3	108
58	9	6	2	3
5	24	26	3	33
67	2	21	2	25
58	10	24	3	83
4	28	9	3	197
133	27	36	1	174
93	16	18	2	20
96	23	28	3	24
101	31	16	3	50
11	11	25	1	117
106	7	33	3	24
22	15	1	1	185
73	14	25	2	170
150	4	3	3	11
41	3	37	2	36
101	35	40	3	150
95	10	20	1	185
50	14	22	4	9
147	14	24	4	123
133	31	34	3	53
90	11	5	2	193
77	17	37	1	68
99	16	38	3	199
51	23	31	2	95
8	28	20	4	108
82	37	23	4	100
42	16	8	4	48
151	27	14	1	117
90	20	13	1	27
131	9	40	2	111
27	25	16	1	30
140	7	5	3	61
120	34	30	1	6
72	4	9	2	172
36	7	13	1	48
122	36	41	1	192
111	11	25	1	201
73	18	23	1	108
24	4	40	2	184
44	13	25	2	6
66	27	8	4	175
121	33	14	2	205
146	36	31	3	38
62	26	20	2	6
77	25	14	3	202
109	7	37	4	16
66	33	6	2	170
116	2	2	4	6
13	26	34	1	192
27	6	34	1	72
83	37	19	3	11
117	4	37	2	52
137	9	33	3	95
96	9	15	4	17
45	1	29	4	191
93	4	7	3	50
15	34	29	4	2
121	26	9	4	9
13	17	1	4	184
28	17	28	3	201
29	37	31	3	25
62	29	34	1	122
8	9	8	3	64
3	21	27	3	137
107	9	8	1	118
7	17	29	1	149
28	23	14	3	141
32	28	2	2	127
132	9	29	2	11
124	38	30	4	181
81	5	32	2	106
77	5	32	1	97
14	18	32	3	24
71	14	26	2	1
1	14	36	1	35
12	33	38	2	10
139	16	37	2	11
61	21	39	2	21
83	38	15	1	163
70	14	1	2	163
39	10	33	3	127
72	5	7	4	143
61	25	41	3	157
86	19	41	3	146
99	38	10	4	53
94	20	32	3	157
45	6	34	2	143
37	16	21	4	152
144	33	22	3	32
132	4	4	1	59
34	7	6	1	150
3	6	30	3	144
30	35	12	3	140
40	32	8	3	161
109	10	15	3	134
22	26	12	1	52
138	16	13	2	135
10	20	11	1	113
56	9	26	1	10
90	24	23	2	11
145	6	4	3	33
70	28	12	4	50
70	16	18	2	81
112	3	10	1	207
116	20	33	4	80
107	30	2	3	17
94	34	15	1	110
61	15	8	1	11
39	37	19	2	33
59	24	30	1	74
6	30	7	2	92
122	18	33	3	169
113	22	6	4	158
111	12	19	1	110
105	31	39	2	11
85	6	31	4	48
110	4	22	4	102
47	22	5	1	79
123	2	6	4	188
126	8	15	2	66
11	27	18	4	26
111	15	33	4	120
75	2	16	2	42
30	18	3	4	178
27	11	11	3	91
2	28	16	2	56
60	37	2	3	79
70	1	35	4	160
36	6	24	4	188
83	31	20	3	66
33	5	29	2	40
100	7	1	1	197
39	13	2	3	147
143	13	11	1	35
113	3	17	1	197
113	24	1	2	165
119	23	20	1	203
110	6	16	1	24
5	37	5	2	88
150	8	40	2	80
128	38	19	3	194
89	17	38	2	48
22	23	22	1	11
120	6	18	4	22
64	12	1	2	114
39	28	16	2	32
12	21	9	3	153
128	2	20	1	163
135	11	15	4	181
25	25	4	4	170
1	11	7	4	133
92	22	8	4	92
4	20	31	3	9
60	36	1	2	69
67	31	9	3	101
96	7	25	1	65
28	30	6	4	178
81	14	36	4	84
99	5	22	3	55
47	37	34	3	172
147	23	27	1	147
148	23	24	2	178
25	27	6	2	69
1	13	8	4	10
16	24	36	2	76
76	33	6	4	84
10	14	28	1	39
109	6	30	2	36
102	8	41	1	18
18	7	29	4	82
101	24	5	2	155
112	13	32	2	4
45	34	15	2	96
20	14	12	1	107
95	21	8	4	56
59	31	28	2	52
105	24	4	3	68
47	6	3	4	98
69	38	22	4	20
57	13	6	3	201
89	35	5	4	1
152	24	21	2	30
63	23	39	2	74
126	37	41	4	174
106	35	28	1	21
115	28	10	2	85
78	26	34	3	206
18	3	14	2	126
126	31	10	4	74
122	12	25	2	111
85	38	2	4	106
71	26	27	3	43
95	12	18	1	18
95	34	22	4	58
9	4	30	1	130
65	16	34	4	112
59	28	23	1	94
102	6	40	3	196
11	29	24	3	136
38	36	30	2	207
14	20	37	4	136
99	4	1	1	189
92	2	14	1	148
58	30	39	2	23
94	27	7	4	79
6	37	8	1	122
87	31	41	2	153
90	14	16	2	26
127	16	28	2	14
76	14	27	3	145
51	29	4	3	22
36	4	4	1	193
29	12	8	1	26
80	25	39	3	106
3	24	21	3	40
84	36	30	1	187
21	5	34	4	167
17	25	1	3	193
30	33	41	1	149
36	14	33	4	87
149	37	32	2	189
103	26	13	3	42
88	8	40	1	143
70	7	8	1	53
54	34	39	4	126
58	21	1	1	132
77	13	8	3	189
68	33	36	1	194
40	18	23	2	166
30	27	27	4	122
68	37	3	2	82
21	11	2	4	93
119	22	25	2	128
36	27	21	4	5
4	4	26	1	19
69	30	27	1	48
147	16	40	3	39
80	22	37	1	10
82	17	7	2	88
140	27	11	1	108
43	1	1	3	84
51	6	37	2	42
12	25	1	2	83
100	13	19	1	101
131	17	14	1	115
129	19	16	1	94
19	31	26	3	7
15	13	12	3	11
44	19	28	1	149
127	24	17	1	4
74	13	7	3	14
129	11	14	4	20
95	7	36	1	95
91	6	37	1	2
58	35	20	3	44
35	8	20	3	101
2	33	17	3	127
98	13	26	3	34
134	22	3	1	41
138	8	40	3	3
17	20	37	4	67
35	32	27	1	38
45	22	36	1	183
58	38	34	1	200
25	11	24	2	28
26	32	40	1	75
21	18	20	1	68
62	22	8	1	33
78	4	36	3	60
60	12	23	1	120
73	3	22	3	6
94	8	19	3	126
70	24	31	2	18
89	24	6	4	120
81	26	19	1	48
126	36	31	4	39
95	6	38	4	30
73	8	10	1	19
18	2	7	2	34
22	19	13	4	53
94	24	17	1	58
45	2	40	2	23
147	4	32	3	173
43	6	40	3	69
62	13	7	4	115
48	21	2	2	73
23	16	25	4	50
93	25	1	2	29
139	27	16	3	182
107	20	1	2	78
59	2	5	1	28
19	34	33	4	117
5	2	37	4	144
138	22	26	4	18
71	32	36	4	70
134	2	7	3	121
59	35	38	2	168
61	20	16	3	45
101	30	28	1	186
46	2	13	2	104
60	15	31	3	163
55	29	24	4	132
50	29	19	3	202
120	38	16	4	19
142	28	38	2	173
151	29	1	4	142
83	28	5	4	180
29	38	11	2	140
34	18	18	4	39
81	22	37	3	4
55	19	25	1	24
18	21	15	1	151
130	23	32	3	9
82	6	41	4	187
110	18	9	1	155
37	31	5	3	165
55	26	13	1	22
129	38	29	2	162
96	2	31	1	62
30	34	19	1	17
150	36	5	4	2
129	37	7	1	23
21	9	30	2	97
45	16	33	2	12
130	21	2	1	110
124	26	35	1	178
118	9	16	3	178
79	27	2	2	11
79	8	25	3	114
14	34	11	1	45
50	7	12	1	127
110	1	10	1	135
104	12	3	4	7
124	17	1	4	28
124	4	2	1	113
27	15	33	2	16
56	22	1	2	152
133	18	27	3	180
87	10	10	2	35
27	36	9	3	189
44	37	17	2	47
53	3	28	2	9
148	32	22	2	106
120	24	19	1	9
14	19	28	3	64
133	38	16	2	114
51	1	7	3	134
97	10	18	2	152
35	5	38	2	182
