Width	Diameter	Pcd	Et	Dia	Manufacturer
15	15	1	56	36	18
23	12	23	22	96	68
20	19	8	97	88	75
2	12	24	10	28	27
25	3	39	27	34	49
8	1	17	70	1	22
22	11	24	92	101	14
11	6	7	31	90	33
9	9	21	37	60	57
2	6	1	98	42	53
26	16	27	92	36	60
24	10	34	50	85	24
22	1	36	99	69	26
1	14	43	94	37	66
3	17	14	30	47	17
28	18	4	7	34	78
18	3	21	17	23	71
4	7	3	45	47	4
26	18	6	50	3	67
18	12	42	27	21	70
26	18	30	12	11	62
2	11	3	16	88	37
25	19	39	41	69	59
26	17	15	41	101	69
19	4	1	109	92	33
13	18	39	15	30	57
16	12	3	42	63	43
7	3	28	24	3	9
24	19	4	42	20	11
20	5	9	93	56	19
9	8	15	110	105	28
27	16	1	69	17	30
28	12	23	61	12	45
5	7	42	87	94	34
14	5	38	34	27	65
26	12	33	111	105	48
19	12	39	107	7	13
11	14	3	12	84	15
28	6	21	42	70	49
23	10	23	18	69	36
4	6	18	35	101	44
21	18	37	48	40	10
5	4	19	8	60	27
9	8	23	71	57	39
1	15	20	64	42	12
23	14	16	93	57	51
15	4	10	27	17	64
24	8	7	16	104	74
22	19	30	50	10	20
24	1	43	58	27	55
15	16	36	68	40	50
15	17	42	65	70	8
21	19	8	96	8	56
13	2	34	113	36	38
2	19	41	51	16	25
12	8	5	100	26	29
23	18	28	98	39	7
4	5	26	43	94	18
19	10	20	50	95	68
26	9	17	71	79	77
18	19	13	109	40	16
22	17	6	68	66	22
4	1	6	36	71	3
22	19	27	91	96	54
12	3	8	22	60	31
17	2	18	103	43	32
5	4	41	5	91	6
12	15	4	48	90	58
3	4	35	6	87	14
13	2	40	35	46	42
20	1	21	72	87	21
17	9	3	57	1	63
13	2	38	28	84	23
20	6	31	51	83	76
15	4	24	104	32	61
7	6	11	75	104	41
28	5	13	76	34	40
21	4	33	15	17	2
27	13	22	107	79	35
1	9	20	96	39	46
23	14	21	103	4	1
25	11	31	2	41	75
19	13	38	93	74	52
23	12	17	68	23	72
16	13	21	18	53	5
21	5	29	5	82	73
11	7	24	83	31	24
23	19	24	5	83	47
3	5	38	89	63	72
8	8	34	21	16	26
15	6	7	90	88	60
28	17	32	17	64	33
26	16	15	51	6	71
28	19	2	111	33	53
3	13	20	63	32	66
15	11	12	70	74	50
25	18	34	42	10	19
8	17	31	52	54	78
22	8	14	36	82	15
16	6	15	23	7	51
20	14	10	36	6	43
10	4	29	100	33	17
5	16	2	27	62	57
6	17	34	82	18	30
19	4	25	86	83	12
20	7	33	16	39	36
27	2	14	3	88	65
9	14	14	13	89	47
5	14	23	104	39	11
16	17	2	1	29	62
20	12	27	8	82	35
9	16	24	43	21	34
21	18	16	25	22	9
6	8	41	97	81	27
2	6	13	93	38	64
24	17	34	64	4	75
24	15	34	85	51	48
23	8	11	96	59	10
5	9	34	2	74	44
18	4	1	33	97	49
25	17	26	5	30	45
21	10	26	34	33	70
11	3	34	97	86	16
6	18	23	70	63	67
22	8	2	17	87	23
9	2	16	81	48	59
23	8	34	28	41	41
5	9	21	39	105	37
6	5	4	31	60	28
14	14	21	9	88	22
6	8	21	63	85	13
24	4	40	95	47	54
22	1	14	109	61	69
9	13	38	66	10	4
14	15	41	107	100	55
3	11	40	50	11	21
19	11	22	41	4	3
10	9	37	54	45	42
15	4	9	22	19	39
11	7	6	103	67	63
26	15	8	16	71	7
23	2	14	62	22	20
22	1	34	25	80	25
4	7	19	34	5	74
17	1	27	26	30	71
27	15	7	50	20	41
25	4	20	21	101	50
24	15	22	106	76	56
19	7	33	27	85	5
16	1	18	62	58	15
3	10	40	56	16	51
6	13	38	113	55	58
4	11	9	74	83	46
10	11	25	73	92	68
19	7	3	24	41	1
27	5	40	110	28	76
26	16	24	9	70	73
25	15	17	66	98	6
23	4	8	71	58	18
27	1	35	44	35	19
4	1	31	64	23	52
19	18	40	107	12	32
27	7	43	105	44	78
4	7	1	7	56	61
2	2	22	112	7	14
10	16	28	68	18	40
14	13	5	54	89	72
20	1	30	40	93	38
8	9	21	49	25	29
1	10	21	3	16	8
16	1	27	104	62	77
19	14	12	71	90	2
9	8	28	69	70	31
7	16	27	52	1	36
16	19	36	70	19	54
19	15	14	67	84	49
17	6	17	108	13	24
12	10	37	12	77	33
18	3	23	46	25	47
21	9	23	98	13	3
12	11	11	32	94	26
17	8	43	92	39	70
1	1	36	106	6	11
9	3	39	40	76	17
17	10	24	1	7	42
15	17	43	36	90	53
20	11	12	110	57	67
1	1	32	37	43	23
19	7	10	6	89	66
3	4	25	83	50	48
10	13	32	57	3	20
11	2	28	80	60	75
6	11	25	66	7	43
6	16	10	112	101	35
21	17	36	58	99	34
14	13	16	17	40	44
6	10	26	94	6	60
27	19	29	89	58	27
1	10	12	63	23	9
10	17	27	25	84	46
6	2	26	69	26	74
24	2	39	26	59	64
21	1	17	110	72	29
18	11	4	35	29	19
11	6	23	81	83	55
11	3	26	10	105	32
22	12	16	103	77	10
25	17	2	56	39	63
16	6	18	71	40	22
26	8	26	75	54	12
8	18	30	19	50	50
6	19	39	65	93	21
13	7	36	37	24	69
12	4	16	50	37	73
17	12	14	25	16	59
28	18	16	58	17	40
21	2	42	64	91	5
11	17	43	16	87	28
1	12	24	69	69	18
23	11	26	80	10	2
1	17	18	45	45	58
1	5	27	87	79	39
8	5	10	33	56	37
14	5	14	85	73	30
10	7	24	75	16	16
17	16	14	56	60	4
23	16	43	59	34	57
8	3	39	94	8	14
5	12	43	48	15	65
15	11	39	14	47	45
5	7	27	68	28	13
26	13	23	73	98	51
15	5	37	1	85	6
20	9	24	96	63	62
19	17	5	63	88	76
14	16	23	44	61	61
24	17	26	100	75	71
9	8	26	24	9	7
23	17	15	13	46	64
18	5	23	88	32	25
8	3	7	45	83	44
27	5	39	96	67	47
12	3	42	42	41	38
21	17	24	26	50	41
4	11	39	81	82	72
23	9	39	11	20	15
19	14	40	61	52	8
7	17	24	113	33	31
4	19	5	2	9	77
8	4	24	32	75	13
25	12	23	30	76	1
17	14	37	19	46	68
22	19	23	55	23	78
8	19	14	29	64	3
7	14	24	58	38	60
23	6	23	79	29	27
28	1	32	65	79	17
4	9	14	75	29	43
11	10	23	6	54	56
10	16	14	4	96	75
27	14	24	7	42	54
18	7	14	1	86	23
27	9	23	4	99	52
14	14	24	80	67	26
2	4	31	67	93	63
5	7	15	58	88	48
21	14	14	6	7	24
24	17	23	84	80	66
19	11	19	1	1	29
7	16	43	99	94	42
27	1	24	27	57	4
25	10	37	13	57	14
9	14	5	88	55	67
18	3	24	72	88	9
23	19	31	3	70	33
15	16	7	54	10	55
3	19	43	11	103	40
13	14	9	45	97	53
4	4	36	8	80	38
20	12	3	64	44	16
10	9	37	36	22	34
24	2	13	75	5	36
14	15	13	43	105	11
15	14	29	55	69	70
16	12	24	64	5	49
20	9	7	17	100	65
26	14	29	72	80	57
28	19	27	96	94	7
14	9	35	50	75	51
12	2	26	6	16	69
13	9	2	41	35	32
11	15	8	100	101	5
6	18	11	42	74	12
8	16	35	58	66	45
28	3	35	64	9	6
10	6	12	107	55	62
28	13	40	21	51	59
23	14	18	17	27	21
11	3	16	96	47	18
6	8	13	1	28	19
20	4	13	52	67	54
15	18	8	110	67	77
8	6	8	8	3	1
25	15	4	36	44	37
13	13	39	22	50	74
11	15	21	51	27	30
10	12	41	102	37	39
17	3	22	66	64	22
25	3	38	73	66	25
12	15	1	108	39	10
14	17	36	2	86	2
16	13	36	91	67	73
14	15	7	18	54	50
14	17	13	57	37	47
12	15	5	30	12	46
16	11	30	57	77	58
20	5	32	98	40	64
15	13	8	92	48	27
24	6	40	109	21	28
21	19	22	20	56	8
23	6	1	61	89	35
10	11	12	113	4	20
2	6	34	102	92	60
28	8	29	94	42	9
15	16	43	61	104	12
6	6	2	110	99	40
27	17	28	42	16	3
22	19	8	38	73	61
2	14	14	66	23	41
2	19	7	92	5	76
16	15	32	9	96	66
7	2	20	1	23	17
28	12	33	81	67	24
13	12	15	70	92	4
18	4	1	64	49	56
12	10	17	111	30	75
21	15	7	71	28	16
19	8	18	66	50	72
13	4	9	106	7	15
4	9	15	24	44	31
12	16	1	24	75	68
27	16	35	82	98	43
3	18	8	45	99	71
25	5	6	58	100	29
11	12	31	22	104	44
21	1	1	81	13	78
24	17	35	104	57	52
7	15	11	91	30	13
27	4	31	63	69	55
24	12	8	81	26	60
9	16	14	52	38	48
6	15	3	47	89	69
9	7	23	5	40	26
17	19	39	85	12	6
10	15	26	84	19	67
5	5	35	46	5	2
25	17	14	11	85	36
22	15	37	21	4	74
6	19	39	76	39	22
14	9	10	83	16	27
1	6	15	107	73	10
6	10	11	85	40	23
26	1	20	45	104	42
18	13	12	69	75	65
21	3	35	60	39	25
12	9	42	97	15	54
15	3	16	12	92	37
11	17	27	18	2	20
10	10	6	20	87	49
11	6	41	71	4	21
1	15	20	70	105	70
9	6	4	39	12	63
13	17	6	80	72	45
18	17	9	28	95	57
7	18	1	26	72	28
1	17	5	91	43	33
4	14	10	101	65	14
18	1	10	20	60	38
12	7	8	107	57	8
24	6	1	76	28	5
14	18	42	5	35	53
10	7	28	89	69	32
7	17	24	20	97	11
20	18	7	49	89	34
8	18	13	27	86	77
19	11	1	78	25	31
5	9	40	64	29	47
7	11	37	77	87	1
1	8	8	34	93	30
22	3	35	88	17	66
19	4	36	90	105	56
11	2	39	111	75	78
19	8	11	76	2	18
22	10	40	96	100	58
22	12	31	13	59	62
24	1	10	51	96	15
25	5	25	28	72	35
7	2	13	16	55	46
5	9	15	62	54	19
14	9	17	27	10	39
28	11	30	18	15	76
5	16	32	12	26	51
4	16	30	108	28	64
2	8	15	72	17	59
11	11	17	59	46	61
26	5	20	20	38	28
8	2	7	59	51	73
20	8	13	67	92	50
13	15	24	3	64	7
16	10	21	101	51	68
7	14	29	74	101	67
6	7	19	53	46	3
6	14	42	34	26	11
13	1	17	36	64	9
18	13	37	86	2	4
23	13	6	53	43	53
15	8	26	60	77	72
11	9	14	28	57	26
17	16	8	31	11	13
27	3	23	83	59	8
2	1	29	15	44	75
8	13	20	60	91	71
4	3	5	57	85	12
14	4	20	4	2	40
26	15	41	29	17	22
1	13	22	32	70	19
25	12	21	43	75	77
28	7	5	101	76	41
19	16	35	45	54	23
5	17	11	107	16	42
24	12	42	37	88	33
28	1	12	80	91	16
12	11	41	84	99	44
24	16	30	80	13	17
21	18	20	23	97	38
5	5	40	24	68	20
4	4	10	41	88	25
15	16	5	71	23	55
13	5	16	71	101	24
2	19	2	87	51	6
13	3	10	19	48	29
10	15	2	99	40	43
4	3	16	113	95	2
12	6	32	53	20	32
16	7	34	112	81	52
1	14	29	85	104	34
16	19	37	8	44	7
9	13	32	58	34	31
16	5	24	79	45	45
12	3	40	52	98	27
23	4	5	99	3	30
17	5	38	108	104	76
11	18	28	9	33	54
20	10	26	89	70	28
15	6	20	2	57	36
18	17	2	106	14	10
1	1	6	8	15	47
14	10	27	99	92	3
22	15	11	48	24	21
9	6	14	94	17	74
10	9	41	38	82	58
22	15	21	33	72	73
2	5	32	61	4	62
3	4	27	16	13	5
28	8	37	53	13	56
2	9	37	43	34	48
6	5	36	21	77	15
2	15	26	63	60	68
7	1	36	31	18	35
21	7	40	99	45	46
1	1	30	33	85	14
16	12	30	86	20	55
26	17	3	62	40	49
28	18	4	28	31	69
13	16	29	33	43	39
3	9	40	85	88	1
7	14	27	110	51	65
22	2	19	44	32	60
16	8	19	20	16	18
13	6	21	29	10	63
4	4	41	17	1	50
4	16	14	97	20	70
25	19	4	6	56	17
10	10	4	19	104	57
17	2	33	53	57	37
3	19	3	13	45	29
19	2	26	20	27	31
20	3	6	109	91	61
14	17	34	30	38	32
4	1	25	89	54	26
24	16	12	1	94	41
3	5	12	38	7	77
18	14	1	48	34	64
4	2	18	33	86	71
19	17	31	12	16	4
21	18	11	87	27	72
28	15	36	78	66	13
22	2	38	54	30	51
23	3	29	84	87	6
20	15	41	77	104	68
1	13	19	108	100	40
2	18	16	42	87	8
6	2	22	104	42	78
2	14	36	69	39	52
17	18	41	32	61	66
4	12	30	49	41	65
15	7	40	67	58	75
23	11	20	22	68	11
11	4	36	77	13	59
16	6	18	16	14	67
3	5	30	48	4	36
27	7	1	23	65	20
11	13	21	104	93	53
12	16	42	17	33	25
23	6	36	85	5	63
4	2	20	61	56	9
1	8	3	10	46	24
25	3	22	99	62	38
7	17	29	70	68	33
25	6	1	104	22	47
28	16	10	77	100	42
3	12	31	1	10	22
1	19	28	57	101	1
23	1	42	71	100	44
26	15	20	65	14	34
8	10	3	22	95	19
21	10	26	37	93	39
12	11	1	28	38	76
13	1	34	111	66	70
19	12	13	84	61	74
23	4	17	58	25	50
8	18	38	111	53	55
22	16	14	76	76	46
9	12	13	36	104	18
5	9	14	21	3	10
10	1	35	39	27	56
28	16	32	36	63	12
10	4	23	26	68	2
27	13	4	12	37	49
23	11	7	19	98	23
12	11	18	69	5	7
18	19	43	110	60	45
9	8	22	44	88	43
13	19	15	43	98	5
5	11	12	47	43	60
27	17	25	97	49	58
9	12	11	16	11	31
25	15	26	86	65	16
9	4	41	1	22	14
8	8	27	106	9	62
2	9	25	3	77	30
3	11	35	21	79	68
5	13	3	109	83	6
21	6	37	65	36	31
26	16	29	6	15	20
18	1	25	14	33	40
14	3	13	22	32	67
10	2	13	35	39	35
1	9	16	23	62	28
6	6	19	97	38	61
19	10	43	77	82	69
28	13	41	39	23	57
17	6	19	36	47	73
27	9	23	64	101	71
13	5	19	16	12	54
5	4	18	110	18	4
23	5	6	55	64	25
12	19	11	9	13	15
1	10	16	35	8	41
11	11	14	45	21	11
28	18	9	105	82	75
1	11	39	88	49	3
10	4	20	47	8	37
16	9	18	90	85	78
7	18	38	80	73	63
18	1	25	105	70	13
18	19	37	17	84	52
25	3	40	31	32	26
28	14	43	72	32	77
24	7	25	101	60	21
8	10	28	97	66	64
21	7	27	97	35	17
8	10	9	76	21	48
13	14	10	68	39	53
26	11	7	56	93	27
5	2	1	17	82	59
17	7	22	40	83	33
11	13	40	112	61	9
2	15	26	52	29	23
15	19	22	58	35	49
3	17	37	24	67	43
25	13	38	103	99	39
14	16	2	29	81	12
5	7	7	86	22	32
12	16	28	103	34	72
17	16	6	75	51	74
5	1	33	66	37	38
1	1	29	79	74	22
26	12	21	89	12	16
24	10	37	49	101	8
25	4	12	103	82	7
19	8	18	49	23	51
7	10	29	62	11	50
10	1	39	7	65	19
13	9	2	30	43	58
15	16	27	95	41	14
21	13	36	43	37	76
21	17	42	53	84	62
3	5	33	105	83	18
12	3	8	44	79	42
6	13	6	93	54	5
18	12	42	3	87	66
22	13	28	51	52	2
16	15	16	68	75	29
9	11	23	38	91	30
3	13	5	82	25	70
20	17	16	47	16	65
4	15	37	39	93	45
14	4	37	66	72	78
6	5	13	30	11	44
24	7	34	73	84	10
22	2	40	65	41	24
12	14	3	25	56	57
13	6	3	69	49	27
21	7	2	70	30	55
26	10	18	39	95	41
28	2	40	36	74	61
21	7	36	52	48	28
15	1	3	43	73	3
22	6	32	100	45	4
8	15	40	11	77	65
6	19	33	10	65	6
28	8	13	56	44	73
27	7	27	24	105	25
15	18	8	51	51	46
27	13	1	38	76	34
26	7	16	94	68	47
20	10	41	87	41	53
14	9	1	94	11	52
23	13	5	48	62	56
7	12	34	8	29	40
23	11	20	24	64	75
15	17	6	49	44	35
1	12	17	104	4	60
19	5	39	73	21	71
13	14	29	99	96	31
14	12	18	58	71	36
13	1	41	69	68	48
1	1	6	112	38	59
21	15	18	19	78	11
16	1	2	92	18	69
3	6	14	107	48	37
5	5	15	94	5	17
26	5	17	103	20	68
27	2	13	51	54	1
27	14	22	53	11	63
5	10	42	57	61	76
5	10	16	31	56	15
19	5	40	111	80	60
20	8	8	102	15	51
7	7	3	61	92	74
19	2	42	89	42	55
10	11	3	51	24	50
5	19	43	84	41	58
10	5	11	70	51	5
14	1	21	38	3	64
6	19	9	37	22	72
7	17	30	6	69	39
7	2	9	11	88	62
2	8	18	22	28	38
7	19	8	56	77	32
2	2	42	8	98	42
4	8	28	22	15	16
11	4	14	24	5	35
8	15	18	12	63	26
7	19	39	93	27	2
9	5	8	32	37	21
24	10	25	79	44	19
18	6	38	100	69	14
10	15	19	96	62	20
4	11	9	1	100	33
10	15	6	2	61	54
23	5	11	81	21	8
20	16	41	79	72	13
2	4	9	88	6	49
8	18	33	24	2	66
16	19	39	31	37	1
17	5	34	7	99	77
15	12	4	26	4	9
22	13	19	61	68	30
2	7	7	96	16	29
27	15	23	31	66	12
22	8	29	12	29	18
6	12	19	51	91	23
5	1	11	73	18	22
16	16	41	110	103	43
3	6	33	40	64	67
22	14	39	24	70	39
24	19	30	65	99	26
17	5	5	10	24	23
18	6	18	87	99	3
20	11	3	95	26	40
13	2	31	24	22	41
1	3	22	82	74	4
12	9	13	80	87	59
3	6	16	80	27	20
28	6	17	86	16	48
23	19	26	83	24	37
4	5	41	53	92	46
15	1	33	48	89	43
15	6	27	38	46	57
17	18	12	83	71	34
21	9	19	78	9	15
3	4	12	96	61	44
11	13	35	90	16	70
27	4	9	70	38	24
5	2	20	98	46	56
18	7	31	58	101	6
26	6	15	14	82	61
19	2	11	50	49	36
2	14	3	20	71	78
24	17	23	15	77	42
19	14	6	40	40	75
17	18	28	95	56	27
1	1	6	1	88	73
22	13	11	41	71	53
3	4	31	81	92	69
2	7	12	100	103	11
26	9	39	48	91	52
11	15	20	91	94	10
18	17	21	102	58	7
25	14	17	100	54	65
12	17	15	66	63	45
9	5	24	15	3	33
5	14	34	15	57	31
10	18	37	42	88	66
26	12	31	31	9	46
23	17	12	72	22	73
21	7	18	74	26	28
19	10	39	52	78	35
1	17	18	65	35	68
12	1	34	98	49	51
12	18	10	29	21	5
21	7	18	51	2	64
26	18	11	4	4	38
2	18	32	62	25	65
15	5	38	112	5	22
6	3	3	75	78	14
13	14	9	83	94	25
8	12	15	7	18	41
15	8	33	62	12	69
15	12	24	98	66	1
4	4	20	12	3	63
6	10	13	15	2	17
14	18	12	26	76	32
15	18	42	76	49	30
27	8	33	26	22	13
6	19	28	3	4	71
9	10	32	74	98	61
19	5	30	59	14	7
7	10	37	9	41	21
16	13	4	24	85	60
9	5	20	14	15	19
7	2	22	12	5	72
16	5	1	99	6	12
11	2	16	110	52	58
26	14	2	81	56	76
24	7	32	49	6	2
11	11	15	82	48	49
19	6	9	44	5	77
4	9	28	84	38	62
7	10	39	51	103	18
25	14	2	47	21	50
22	11	10	89	37	8
23	16	35	15	4	67
21	15	30	38	86	54
13	3	43	53	21	47
5	17	6	61	85	48
27	2	9	85	45	74
4	1	4	110	32	15
13	6	19	73	30	56
10	7	29	11	100	28
26	10	3	1	55	45
23	4	11	89	103	59
2	13	21	68	86	42
4	7	1	65	31	40
4	19	28	16	57	10
27	13	42	78	27	39
3	8	5	64	66	57
9	15	20	27	72	24
2	5	42	49	90	21
24	13	4	83	30	29
28	16	26	74	35	36
27	14	6	106	70	50
16	18	21	105	30	3
28	17	30	44	25	6
2	11	43	89	62	9
10	2	4	45	63	77
25	6	19	4	81	19
17	12	26	90	84	47
18	10	10	113	27	26
17	8	10	38	85	16
11	15	25	37	80	64
9	18	33	47	101	53
3	7	31	16	15	32
21	17	43	90	24	11
7	13	4	23	59	43
28	4	14	70	59	63
17	2	8	2	62	55
27	12	18	21	32	70
6	8	24	57	27	75
27	6	41	25	53	18
15	14	36	66	15	25
2	12	4	20	66	44
17	6	24	62	80	58
15	12	15	26	1	52
28	10	32	84	52	34
21	17	31	60	11	37
4	12	38	40	33	8
20	4	21	80	31	23
6	6	42	105	50	20
14	3	31	23	36	66
17	15	2	24	15	67
16	9	10	26	84	17
1	13	10	44	40	72
2	8	36	36	94	62
26	3	8	67	59	11
20	7	25	15	78	46
10	17	29	71	76	65
23	9	27	45	27	22
21	5	16	24	71	12
3	19	15	4	100	39
20	15	29	52	59	7
8	5	11	84	26	61
15	14	26	64	37	78
18	17	30	21	8	69
3	12	22	80	55	54
20	10	1	74	9	27
9	2	39	57	46	41
9	10	43	55	84	14
4	18	31	77	12	31
28	2	33	60	27	15
22	13	43	22	64	73
6	5	40	4	25	48
25	8	34	39	24	33
28	8	4	103	39	4
16	13	29	13	10	71
25	2	33	94	58	68
3	10	27	59	65	2
17	17	36	48	96	42
19	12	37	92	3	13
17	9	26	54	36	5
15	9	28	8	83	19
16	6	18	28	97	6
8	14	10	97	10	74
18	2	9	16	66	35
25	5	4	96	9	1
14	17	36	89	26	57
28	7	41	112	21	38
8	15	12	10	99	49
8	7	4	78	83	24
16	19	8	7	55	23
1	6	9	9	72	50
15	19	1	103	63	9
11	4	32	23	22	70
14	8	4	33	91	59
5	15	20	72	84	64
19	19	38	39	11	61
8	15	36	54	98	67
17	12	5	5	70	18
26	3	23	3	94	29
14	7	28	46	62	13
16	5	27	61	39	32
24	18	42	88	22	35
17	19	5	27	54	25
23	10	12	102	9	38
21	14	32	28	88	63
25	17	23	95	16	53
27	3	15	15	13	37
21	13	37	35	5	20
11	9	25	33	26	45
10	6	34	78	13	28
19	7	39	113	86	34
12	13	28	101	47	60
7	15	23	76	82	16
9	15	35	109	25	58
25	13	27	84	104	69
3	11	38	3	35	73
9	3	29	78	93	14
4	8	12	86	98	47
23	18	42	109	38	26
13	11	39	54	15	36
4	16	35	5	81	31
28	3	9	107	1	51
21	2	6	105	68	42
21	10	27	27	16	21
8	1	35	75	46	10
28	1	2	59	24	8
25	14	40	33	53	30
11	18	32	73	8	43
3	19	19	27	29	76
19	9	39	9	45	44
11	3	33	52	35	1
19	16	42	28	46	75
17	18	14	105	32	40
27	13	25	1	41	56
6	11	22	5	12	55
1	9	29	31	17	62
20	6	4	100	21	52
28	9	41	109	84	41
15	1	31	74	27	74
11	16	42	19	32	19
4	18	43	37	46	22
26	19	35	67	10	17
11	4	21	2	20	40
5	16	30	91	64	12
9	17	1	31	69	25
16	11	16	60	38	3
16	18	16	14	105	69
3	6	31	103	21	21
9	19	19	90	71	72
16	10	12	65	3	29
5	6	32	99	5	68
23	9	10	76	7	65
5	19	17	78	101	18
2	18	20	75	69	4
13	8	17	109	60	10
7	13	15	16	28	78
8	3	34	47	70	46
8	12	25	88	90	7
19	7	14	54	70	76
20	4	7	37	11	54
10	18	10	48	98	11
22	9	2	107	42	71
1	3	4	21	50	75
24	1	36	12	9	31
9	6	18	84	75	27
5	3	22	24	98	50
26	7	7	85	1	77
7	7	31	50	28	49
3	2	25	72	101	16
18	8	19	40	94	35
19	13	42	74	1	14
22	8	10	3	44	63
20	3	12	66	38	33
19	17	34	33	69	53
28	16	3	31	28	66
12	14	33	23	47	39
20	11	2	94	32	56
22	3	2	96	98	70
14	6	8	65	68	43
19	1	20	69	77	26
8	15	43	104	29	15
9	6	8	6	23	73
14	13	1	100	46	48
5	10	41	40	24	45
5	1	40	23	15	55
14	1	31	85	98	38
25	14	3	79	31	28
8	18	34	109	62	72
8	15	34	95	87	9
25	5	33	25	1	42
15	8	13	68	6	41
3	9	19	74	31	58
9	5	31	45	86	64
23	8	1	110	88	71
8	14	8	113	13	69
26	2	38	105	72	44
17	9	20	8	72	6
23	4	3	104	14	30
24	5	9	3	48	76
12	12	26	41	2	62
19	13	6	72	81	66
4	9	34	32	11	3
21	2	34	12	25	59
2	3	15	104	10	9
2	11	11	39	45	28
21	7	30	62	23	13
28	15	17	6	50	43
2	18	18	94	79	34
10	15	35	95	38	20
12	10	13	7	100	24
16	3	32	76	65	8
27	8	34	37	82	67
9	8	10	87	45	54
8	15	30	103	30	48
11	7	31	4	63	60
13	1	41	76	54	51
24	14	17	24	19	52
20	6	38	31	77	45
1	11	5	56	81	5
25	3	30	24	27	73
23	4	22	33	15	23
3	1	8	47	12	47
28	19	34	14	104	21
22	6	7	97	25	2
17	4	2	44	68	4
25	11	17	23	83	57
24	2	28	108	89	46
23	19	30	7	47	37
3	2	36	14	76	74
4	17	5	110	49	59
24	12	29	87	37	35
24	2	14	83	46	77
13	5	33	101	33	61
13	19	22	94	105	29
27	14	9	54	4	68
8	18	4	3	36	36
25	18	16	82	3	23
18	4	32	87	56	1
23	17	22	73	104	46
25	7	13	3	91	21
22	13	17	67	95	33
6	3	15	90	57	66
27	4	25	92	25	52
27	11	39	8	56	25
25	12	5	38	74	27
24	6	20	105	13	16
26	5	42	63	62	63
4	12	19	99	105	50
1	10	7	47	67	17
24	14	30	14	39	5
6	16	21	71	5	47
25	1	25	109	11	32
26	16	31	40	34	39
14	9	13	92	13	7
28	2	13	71	85	26
15	12	14	60	8	73
7	8	19	15	54	71
4	9	41	105	25	35
12	15	40	79	43	62
2	16	3	103	3	53
24	6	9	13	54	20
5	15	38	7	9	70
24	16	9	56	14	6
25	10	21	22	80	2
13	8	17	91	39	19
1	15	30	67	22	40
1	2	26	15	41	13
28	6	23	57	78	10
27	2	8	57	5	29
9	6	38	19	26	30
11	15	19	62	6	4
4	3	41	80	34	56
27	18	36	17	94	22
21	1	20	57	67	3
6	4	31	98	82	18
7	16	13	53	83	48
25	16	23	7	46	15
4	9	7	60	37	57
11	18	11	64	83	34
20	9	22	69	18	12
27	5	7	76	91	38
22	4	42	31	95	31
7	11	29	108	41	37
18	6	21	65	18	44
26	10	31	112	99	65
17	17	38	101	25	9
28	17	21	108	36	14
4	18	33	21	14	78
10	5	6	62	57	7
26	3	10	1	77	24
22	4	17	85	26	64
17	1	4	58	81	72
3	19	40	17	39	18
7	6	29	18	39	12
4	1	1	85	35	39
18	10	22	71	20	61
16	14	43	95	35	8
14	5	18	37	4	45
2	5	2	97	22	38
8	5	37	38	35	60
9	7	23	72	5	50
24	13	3	5	10	51
26	1	17	54	35	26
9	4	36	18	100	10
4	2	26	18	99	53
14	17	19	5	15	63
14	3	15	48	58	54
18	19	41	47	59	5
12	5	42	58	44	28
22	10	11	46	1	9
21	12	1	41	80	42
7	17	27	51	71	4
17	16	35	30	90	11
20	8	19	70	10	43
24	1	12	28	105	1
20	19	39	106	74	67
13	14	10	4	26	22
2	14	35	70	21	74
1	17	8	52	7	52
16	4	5	11	39	44
11	1	6	21	30	77
22	16	3	66	6	36
5	17	42	36	48	41
25	1	13	101	23	58
24	8	25	71	55	20
19	9	35	14	96	27
5	14	29	3	32	23
11	8	3	26	9	75
10	5	2	80	78	25
7	13	38	55	6	69
20	16	9	58	93	78
3	7	38	102	54	3
9	14	28	2	49	49
27	2	19	22	39	6
23	4	35	111	104	62
5	2	27	103	38	55
19	15	32	45	60	30
28	6	17	83	14	47
4	19	26	61	62	76
21	2	14	113	26	71
3	8	16	65	69	38
2	16	1	83	27	16
14	7	37	63	7	25
19	12	26	81	57	73
21	15	7	34	92	61
13	1	1	88	8	70
18	13	23	14	38	46
9	3	31	34	62	40
14	11	5	76	30	52
7	17	13	88	25	14
1	11	6	27	14	13
15	14	30	100	3	32
16	18	11	108	31	19
27	15	16	28	35	48
16	6	22	43	27	57
17	1	25	23	5	33
18	6	15	59	62	60
27	9	37	87	18	26
2	6	12	64	32	22
24	8	30	89	79	1
2	5	30	75	57	24
18	11	19	29	37	68
28	3	24	18	11	29
22	14	17	52	56	34
3	13	15	65	51	23
7	13	38	106	98	75
26	8	38	97	18	67
27	8	28	71	71	11
16	8	7	48	39	28
12	8	1	79	18	65
2	14	43	60	16	31
28	4	4	52	10	18
28	14	5	15	101	74
28	11	17	92	8	20
5	15	36	19	10	72
5	4	36	28	4	7
18	7	38	62	1	27
19	11	18	64	72	8
11	17	24	50	81	56
11	18	9	66	41	17
12	7	2	84	59	35
23	15	13	97	9	42
22	18	42	60	34	43
3	14	25	7	2	59
7	9	19	38	24	52
16	5	35	12	32	21
13	18	25	30	42	2
23	12	35	94	95	55
1	1	12	42	33	37
12	6	4	70	100	66
9	14	24	68	13	6
3	6	7	55	86	15
