width	height	diameter	season	manufacturer
72	26	24	4	150
54	18	41	2	69
113	37	5	4	4
115	33	14	1	19
29	10	16	3	16
85	8	23	4	121
38	32	29	3	173
78	16	20	3	156
42	38	4	3	163
75	41	21	1	121
81	16	34	3	38
37	25	35	3	69
132	3	31	4	73
105	40	38	1	15
15	23	32	2	76
93	25	8	4	2
57	14	37	3	8
145	11	39	4	184
30	5	25	2	118
52	35	19	2	136
24	32	40	1	159
143	1	3	3	157
120	19	7	4	95
84	15	11	3	112
34	16	28	1	128
96	27	6	1	80
25	32	17	3	10
19	13	13	1	96
80	26	36	4	147
53	14	1	4	125
31	27	12	2	3
124	24	33	4	78
24	23	15	2	47
69	41	9	4	74
150	3	22	2	202
7	10	27	4	160
40	10	10	3	30
136	19	18	4	48
100	4	26	1	45
121	12	20	4	198
119	28	16	4	96
124	12	15	4	98
33	6	5	1	12
65	21	7	2	171
137	13	1	1	13
41	9	29	1	52
38	33	40	3	98
96	14	26	1	91
137	28	36	1	10
23	34	8	2	205
34	20	9	4	12
88	10	38	4	53
60	10	23	1	2
54	38	39	4	152
151	9	19	1	55
67	40	28	3	150
21	23	3	4	21
12	6	35	2	136
30	37	6	2	198
21	4	22	1	72
61	29	18	3	62
78	17	2	2	153
140	18	34	4	44
76	2	37	1	100
44	39	12	2	162
6	22	30	3	6
146	16	41	3	132
35	39	13	2	8
150	38	17	1	125
25	33	27	4	194
58	20	33	4	14
10	17	14	3	17
16	39	25	1	4
130	31	11	1	4
136	6	21	3	103
50	20	10	3	116
145	40	32	2	8
132	24	24	3	149
60	6	31	1	7
121	33	4	2	193
41	6	18	4	14
22	33	1	2	94
81	7	2	4	100
78	25	10	3	51
74	10	28	1	123
45	17	22	1	42
3	30	9	3	118
79	27	33	2	161
38	17	16	4	97
136	4	20	2	22
148	28	31	1	171
151	24	13	4	181
17	25	32	3	40
8	10	5	4	88
93	15	14	2	32
44	36	21	3	21
11	28	7	4	91
148	21	36	4	15
150	24	40	2	59
8	27	19	3	113
61	3	34	3	22
106	1	8	1	173
95	7	12	3	206
3	33	30	3	138
87	15	29	2	33
139	5	37	4	205
6	25	38	1	7
84	18	23	2	7
73	26	27	4	50
121	28	26	1	187
90	2	41	1	95
84	30	3	2	107
71	39	6	4	154
13	26	39	2	86
82	37	25	3	101
41	28	4	1	185
114	39	15	2	57
35	8	35	2	206
133	36	24	2	18
93	33	11	4	13
45	12	17	3	78
69	23	18	1	166
33	40	8	4	122
57	33	26	1	85
27	31	31	1	199
103	13	3	3	100
98	22	19	1	86
148	5	23	4	74
9	24	29	4	60
26	1	24	1	15
141	19	4	4	13
130	1	37	4	161
70	21	2	4	59
132	19	39	2	87
66	38	21	1	70
99	12	14	4	86
75	33	34	4	161
87	9	1	1	203
21	26	25	2	88
115	16	15	1	114
53	17	17	3	9
59	32	13	4	44
56	30	32	1	17
97	14	41	4	74
38	2	11	2	33
40	33	22	1	34
75	24	36	3	53
125	33	35	4	66
81	14	16	3	12
145	9	7	3	113
74	2	9	2	48
101	3	5	4	130
137	7	40	3	93
38	41	27	2	26
104	36	10	1	94
57	27	38	4	139
116	32	33	2	206
137	5	6	1	89
100	20	20	4	117
48	27	23	4	6
132	33	28	1	173
53	30	39	1	132
31	21	30	3	2
90	8	12	4	2
11	11	19	2	175
18	35	3	1	60
59	18	27	3	21
67	1	40	4	200
9	27	37	2	26
124	40	22	4	185
2	41	15	1	134
40	40	25	1	57
85	23	10	1	204
16	20	36	4	8
67	38	38	3	198
72	37	34	4	76
79	17	6	1	23
37	9	39	4	73
139	31	30	4	125
67	16	9	2	20
15	18	11	1	120
52	34	31	3	22
102	34	29	4	19
82	15	5	3	52
13	15	21	2	172
26	24	35	4	26
66	26	32	2	165
18	24	18	1	32
148	15	8	1	142
40	5	14	4	21
46	10	26	1	86
91	23	41	1	66
6	14	24	4	83
35	18	20	2	177
124	23	7	1	18
71	38	16	3	203
73	32	4	2	175
93	13	35	3	3
128	4	12	4	25
99	15	33	4	87
111	20	17	2	182
112	11	28	2	30
59	12	1	4	9
111	5	13	3	67
62	35	31	4	196
124	30	36	4	146
147	19	17	4	103
7	24	2	1	155
150	9	38	1	181
9	29	30	3	3
10	41	37	1	2
11	19	41	1	191
129	30	13	2	2
115	32	19	4	90
49	36	25	1	136
66	4	33	4	88
73	11	21	4	122
54	34	23	2	41
112	16	40	3	105
56	14	10	2	140
150	11	26	1	132
91	34	22	1	11
145	15	29	3	198
57	4	15	1	49
10	4	5	2	48
50	39	16	3	109
134	4	3	3	86
60	22	8	3	199
80	39	29	1	77
68	2	1	3	190
77	25	19	2	58
98	4	10	3	5
67	4	24	3	27
36	10	20	2	166
31	8	4	2	21
18	2	27	1	87
44	21	18	3	118
112	2	12	4	4
36	36	35	1	31
8	37	7	3	79
38	40	39	1	161
110	34	9	4	199
125	13	11	2	11
80	12	34	4	172
112	21	6	1	33
7	27	39	2	76
122	9	28	1	190
81	12	32	1	21
17	19	2	4	76
36	38	1	4	52
68	26	14	2	173
136	10	8	2	185
74	17	39	4	8
120	16	20	2	52
128	6	30	1	42
21	11	18	1	34
46	3	24	4	135
95	37	8	1	204
136	28	9	3	15
5	2	7	3	150
12	13	36	2	1
24	19	28	3	4
18	22	6	2	73
24	34	11	4	23
55	27	27	1	8
10	8	7	4	13
101	28	8	1	147
113	29	10	4	41
64	6	22	1	37
118	27	15	2	158
79	24	21	4	101
59	30	12	4	89
48	37	28	1	15
139	4	23	1	78
7	31	21	3	9
145	5	16	4	99
71	40	31	4	50
137	18	18	4	161
16	13	29	4	187
89	5	17	3	16
6	39	32	4	164
18	40	14	3	135
31	2	2	4	58
131	30	21	1	171
106	14	25	1	6
88	4	35	4	183
146	28	18	2	183
41	30	8	2	73
98	36	24	3	39
60	38	24	2	122
28	9	26	1	17
36	24	23	3	151
131	1	14	1	190
80	7	4	4	6
45	28	27	4	9
77	29	36	3	7
146	18	38	4	141
18	18	40	2	23
14	26	37	3	1
98	18	33	2	26
36	32	41	4	107
87	11	21	1	98
110	37	21	2	115
9	15	3	1	147
136	33	5	2	73
138	14	3	1	69
66	32	20	4	27
11	41	13	1	40
85	34	19	1	46
98	38	20	2	66
74	9	34	2	167
129	24	4	4	126
41	1	7	3	142
67	18	37	2	178
111	13	5	3	44
134	17	16	3	108
141	22	41	2	113
126	7	37	4	37
104	15	34	3	179
127	10	7	2	205
14	22	20	2	48
106	39	24	4	142
84	19	40	3	11
35	1	6	3	81
2	9	24	4	42
145	41	5	4	162
112	37	17	2	130
24	21	18	1	20
87	28	16	4	40
37	22	3	1	85
9	16	19	1	193
53	22	18	4	139
46	27	27	2	117
138	38	19	4	105
137	3	26	2	59
92	40	29	1	79
14	32	7	4	119
32	34	28	4	79
139	38	31	1	19
50	8	41	4	81
38	13	12	2	152
1	6	40	2	181
55	34	32	4	173
2	19	22	2	85
34	2	38	4	85
23	4	36	1	79
105	2	28	4	53
129	18	6	2	43
65	18	11	3	25
32	13	16	4	165
3	29	7	1	86
14	38	39	1	175
34	19	22	2	136
61	17	19	2	7
148	6	27	4	96
112	6	33	2	94
7	19	15	1	186
138	3	21	2	200
27	36	36	2	9
142	6	4	4	17
60	9	2	3	88
93	19	5	2	132
59	1	8	4	29
95	16	9	4	90
81	22	6	3	37
89	34	12	3	177
42	2	40	3	121
2	40	6	1	14
88	13	36	2	103
103	26	8	4	21
33	2	39	1	195
129	29	16	4	11
48	20	15	2	4
18	3	30	4	153
27	12	18	3	119
29	12	22	2	23
106	15	34	4	66
88	41	8	2	161
12	17	16	4	197
25	30	8	4	57
78	18	11	2	182
134	19	37	2	145
129	6	32	3	153
7	38	16	1	54
100	1	12	2	102
39	34	4	2	162
123	4	6	3	34
126	37	14	4	53
84	29	5	1	10
104	23	8	3	22
81	28	5	4	191
132	14	20	1	9
25	4	28	4	166
81	20	41	3	84
90	26	16	4	23
42	35	33	3	173
77	12	26	1	22
117	17	25	1	199
10	26	8	3	193
97	34	29	1	15
135	7	33	2	23
151	35	40	4	162
75	2	3	4	52
48	19	8	3	37
64	22	31	4	162
62	14	33	3	70
16	12	10	3	133
60	14	21	1	114
130	40	5	1	167
95	23	35	2	46
97	3	21	2	7
34	31	1	1	73
151	21	21	4	30
40	24	1	2	54
4	28	6	1	170
39	25	38	1	128
23	18	10	1	10
4	10	39	4	101
22	35	22	2	192
136	37	10	3	68
117	16	12	2	79
93	34	18	3	120
150	40	5	3	180
79	2	1	2	22
52	14	37	1	49
117	18	14	1	39
56	7	37	1	7
64	13	23	2	23
83	22	22	4	143
99	28	41	4	85
112	36	4	1	161
35	40	7	2	27
51	41	41	1	70
125	8	3	3	58
66	34	6	4	54
40	22	6	4	118
70	16	30	1	147
41	11	11	2	161
123	16	9	3	9
5	9	25	2	92
13	21	1	1	74
8	30	25	1	13
21	30	24	3	75
67	30	14	1	30
87	41	41	3	172
128	18	20	1	3
33	11	18	2	157
19	40	29	4	193
141	10	14	2	42
50	15	22	1	88
33	24	20	4	148
91	20	36	3	97
16	38	24	2	130
69	25	31	3	88
79	1	26	3	18
105	41	24	4	140
33	22	23	4	182
17	4	27	2	4
72	31	17	4	33
131	27	13	4	71
98	35	41	2	188
83	6	4	3	1
23	41	3	3	44
149	29	41	2	91
114	33	34	4	78
101	9	9	3	162
148	19	1	1	168
124	33	13	2	9
73	35	41	1	89
44	8	28	3	167
19	20	41	4	139
136	29	39	4	21
49	32	2	2	105
50	35	34	2	204
96	19	2	3	43
117	40	15	1	25
26	22	9	1	205
1	22	17	4	53
116	13	7	4	65
17	32	31	3	137
122	35	8	3	1
54	1	27	1	2
100	27	29	4	14
108	36	16	1	169
66	21	10	4	43
127	34	20	4	78
91	2	18	4	175
78	24	34	4	40
149	26	6	2	78
25	11	18	3	145
61	23	15	1	39
27	39	41	2	135
148	24	30	4	191
66	2	28	3	137
78	11	33	4	46
62	7	28	3	181
138	21	33	1	35
14	41	6	1	176
89	20	41	3	101
22	23	34	1	9
78	5	19	3	25
105	12	23	3	73
83	20	11	1	24
75	30	18	3	88
50	4	12	1	42
119	18	39	3	62
134	27	38	4	4
58	3	35	2	199
9	26	5	4	171
127	19	5	3	42
102	36	35	1	1
78	36	14	1	117
82	24	33	2	105
113	22	2	1	34
45	37	29	3	165
18	20	7	4	57
59	27	17	4	160
1	27	4	1	176
114	8	29	1	118
111	1	32	3	113
77	35	32	3	128
3	14	37	4	23
30	28	1	1	41
95	14	36	2	171
109	5	2	3	164
129	19	30	3	33
71	20	3	4	54
124	11	2	1	166
112	23	10	1	157
115	29	7	1	147
21	38	39	2	136
43	23	5	1	145
106	17	4	4	106
96	32	25	3	102
116	3	22	4	27
108	25	5	2	14
94	25	27	3	12
43	15	23	4	193
103	25	34	1	28
45	23	12	4	65
25	13	16	3	62
49	1	34	1	201
20	7	10	3	58
58	32	17	2	205
63	2	41	2	12
75	8	33	1	147
89	12	28	4	115
75	13	12	3	61
72	22	21	1	82
36	30	31	3	159
150	16	13	3	195
24	35	6	1	194
8	17	17	2	49
78	21	29	3	21
58	19	24	3	63
124	37	40	2	52
58	4	23	3	33
29	7	29	2	26
83	41	41	2	200
54	17	16	1	95
18	4	19	1	83
36	6	32	2	190
59	8	5	3	197
3	11	6	3	186
24	41	3	2	111
68	23	32	1	167
122	37	32	2	195
46	17	12	2	128
10	22	15	3	154
137	36	5	4	38
119	39	36	1	173
117	5	18	1	190
90	37	13	4	75
97	15	36	1	29
114	18	40	2	153
46	29	1	3	167
142	2	26	3	183
76	29	14	3	98
77	5	35	1	94
74	19	24	2	58
110	33	35	1	8
62	27	22	2	25
48	28	18	1	142
56	2	3	4	126
2	18	4	4	54
1	13	27	4	52
87	8	17	3	86
147	16	10	3	2
56	40	12	1	83
57	8	9	4	115
87	5	28	3	194
76	7	35	2	144
17	1	37	3	91
3	10	16	1	200
43	24	21	3	2
35	35	40	1	114
125	12	5	4	204
61	14	8	2	184
31	10	29	3	18
110	12	17	3	83
29	6	40	4	199
98	41	11	2	21
49	41	6	2	119
121	9	22	4	161
52	26	14	1	76
132	23	1	2	187
147	38	24	1	167
9	30	20	4	7
65	3	41	1	147
62	31	15	2	165
120	7	2	3	85
68	1	34	4	166
87	32	8	4	192
31	5	11	4	132
2	12	38	4	103
90	15	19	2	132
39	26	24	2	179
37	32	7	2	193
81	6	15	2	171
79	23	31	2	169
56	35	30	3	172
17	18	33	3	169
104	7	6	3	193
142	12	41	1	159
33	41	25	4	17
142	23	2	3	82
38	39	37	3	35
119	32	4	4	22
4	41	24	1	69
24	28	1	1	189
17	41	22	2	104
5	35	36	3	82
99	34	10	3	194
9	6	11	3	129
24	1	35	3	105
8	24	18	3	74
140	33	18	2	112
132	16	40	1	185
134	28	15	2	72
97	24	8	1	18
40	15	23	2	24
85	12	30	3	1
125	17	17	2	37
121	40	6	3	12
58	31	22	4	12
47	25	36	1	189
128	7	33	3	136
93	11	13	4	61
140	30	15	2	153
11	26	18	3	9
106	21	14	1	3
124	36	31	4	13
105	32	41	4	68
26	41	21	1	196
110	17	33	1	13
61	37	13	3	109
119	36	12	4	180
17	33	41	3	37
106	30	11	1	27
118	13	29	1	164
12	11	30	3	87
2	25	21	2	26
61	22	3	4	81
114	12	16	4	52
95	26	37	1	122
49	13	10	3	84
117	34	40	4	146
32	11	29	3	136
22	39	13	1	143
111	26	35	3	125
100	33	40	4	48
120	30	23	2	155
120	5	35	4	204
148	16	22	1	150
88	20	40	1	192
78	15	4	2	69
24	6	5	4	81
22	2	26	1	28
111	34	2	3	17
34	17	18	2	61
136	18	34	3	106
49	26	26	2	178
28	38	29	2	113
77	41	29	1	189
11	6	35	3	138
3	34	3	1	2
71	23	14	2	12
146	3	14	4	9
118	21	40	4	36
84	8	26	4	139
41	17	21	4	180
97	10	22	2	9
23	12	5	2	114
33	35	35	4	151
16	4	9	4	13
93	14	39	1	176
75	16	26	4	27
72	19	32	4	2
33	14	16	1	133
26	17	30	4	123
41	27	27	1	23
129	39	33	4	59
77	19	37	4	166
53	4	11	4	29
106	26	36	2	117
145	28	18	3	141
13	29	4	3	205
39	27	18	2	148
90	10	1	3	11
97	23	3	3	150
134	23	32	4	16
14	20	3	3	141
141	2	13	3	88
36	22	29	4	125
39	31	40	4	161
60	13	18	4	53
54	9	14	4	119
18	32	37	4	14
99	37	15	3	189
57	16	27	3	157
142	22	1	1	61
66	9	11	4	121
100	16	7	2	46
29	14	28	3	11
34	40	36	1	17
76	30	26	3	49
30	41	7	4	156
41	40	17	3	82
57	15	4	1	9
61	40	10	2	28
149	41	2	4	3
4	15	4	1	136
100	37	11	1	73
151	12	37	3	66
30	8	27	4	61
130	35	30	3	178
98	26	26	3	12
12	22	17	3	88
67	7	2	4	95
56	28	27	3	13
56	6	26	1	66
135	33	31	2	167
93	39	38	3	43
90	4	32	2	170
27	8	38	2	20
125	40	40	3	198
47	23	30	2	129
85	14	5	4	190
117	3	31	4	82
92	29	37	2	18
44	23	35	2	198
144	16	40	4	122
136	26	31	4	18
91	10	3	1	20
60	15	32	3	85
94	23	29	4	20
54	26	6	2	46
77	24	15	1	83
2	28	7	2	8
151	8	26	1	31
32	22	22	2	38
17	8	17	3	39
147	40	37	3	109
81	37	40	3	158
124	13	19	4	119
50	16	33	1	57
79	38	14	4	37
59	29	35	1	165
119	5	24	1	3
126	33	8	3	140
72	17	12	1	31
63	9	24	1	93
125	34	8	1	14
2	39	36	4	165
117	33	34	2	7
15	25	9	2	65
66	11	17	4	48
36	2	5	1	82
34	8	41	2	195
38	21	18	3	25
131	6	2	1	150
132	17	14	4	205
96	17	29	2	85
85	17	9	2	150
89	37	20	1	35
54	5	4	3	130
112	38	35	2	21
148	9	41	1	199
135	13	34	2	144
115	7	27	3	62
100	22	13	2	5
142	5	21	3	18
96	9	18	1	6
144	19	30	1	53
28	3	33	3	174
144	41	10	2	15
151	36	9	1	146
72	5	9	4	134
15	41	15	2	205
1	10	16	1	49
150	6	31	2	10
138	11	31	2	53
63	33	31	4	204
65	40	38	3	197
79	30	13	1	10
58	2	29	4	89
9	34	2	1	158
130	28	6	2	202
122	36	38	4	54
149	36	23	4	85
52	24	17	4	163
103	35	24	3	47
10	29	24	4	51
14	3	11	4	157
19	10	22	2	46
41	4	23	4	110
41	13	14	1	132
82	9	7	1	139
131	21	9	2	6
24	37	31	2	59
12	21	4	4	10
57	20	36	1	70
19	12	2	2	7
78	1	23	2	65
133	29	11	3	186
33	39	6	2	100
87	29	22	2	152
49	7	15	4	12
81	3	21	3	123
131	26	39	3	5
82	34	37	4	27
24	8	23	2	176
50	33	27	4	182
36	3	4	1	165
35	37	16	2	202
131	39	40	4	27
26	10	37	2	10
74	37	13	1	133
69	17	29	1	25
19	4	6	2	91
72	25	8	2	44
9	31	28	2	87
98	29	9	3	47
105	6	27	4	176
147	18	38	2	138
120	10	4	4	38
106	10	32	3	23
4	1	5	1	26
131	37	26	3	78
97	25	26	3	19
87	18	25	3	196
73	6	15	2	55
129	21	37	2	168
135	16	1	1	80
101	2	30	4	10
13	38	35	4	24
141	25	8	4	133
74	1	4	1	206
113	7	8	4	134
64	40	5	1	19
58	16	12	3	15
1	2	28	1	110
124	5	20	2	97
16	31	1	3	206
30	18	22	3	29
93	21	21	1	186
53	23	33	4	52
64	37	21	2	51
124	15	17	4	23
64	2	24	3	193
93	17	31	1	151
90	22	34	1	119
104	34	18	2	26
57	30	7	1	143
142	38	23	2	146
43	20	4	3	66
146	41	13	2	49
134	10	18	3	169
67	25	8	1	174
6	2	11	1	205
26	7	23	3	17
46	21	18	1	29
124	26	1	1	111
53	13	4	2	92
51	32	32	4	47
34	11	7	4	4
7	3	33	1	96
15	7	8	1	177
58	34	11	3	52
114	2	19	4	148
8	26	11	2	199
148	4	32	3	87
145	10	41	2	67
117	9	27	3	32
132	20	11	3	38
54	29	7	1	124
105	7	2	4	128
105	26	5	4	169
28	32	41	4	5
119	35	40	2	56
80	28	21	1	46
2	10	35	1	29
96	8	38	3	168
133	8	8	2	163
21	25	33	2	30
54	22	9	1	202
26	12	16	1	129
130	7	32	1	28
103	38	30	4	134
117	26	37	1	62
42	6	30	2	72
55	38	23	4	22
128	33	9	3	24
133	9	10	3	23
31	35	19	1	4
145	37	12	4	186
136	35	35	1	122
72	39	29	2	179
52	4	27	4	147
36	35	30	1	12
4	22	15	2	185
110	18	12	1	112
1	35	36	1	2
123	36	23	2	47
42	39	23	2	3
39	4	25	1	178
42	30	18	1	52
15	17	18	3	193
84	13	38	1	114
147	3	15	1	1
8	36	16	2	61
102	27	14	3	102
98	31	22	1	24
11	16	9	3	39
133	35	31	3	17
126	25	32	2	172
56	27	41	2	59
49	29	24	1	198
54	21	26	3	204
148	37	39	4	124
2	22	32	2	121
84	1	21	2	104
148	31	11	3	116
75	6	30	4	179
149	27	34	4	18
146	33	28	4	58
54	28	3	3	169
4	32	18	2	93
134	16	9	2	184
45	14	18	3	80
46	11	16	2	67
13	20	25	3	67
75	38	17	3	75
100	41	1	4	51
47	32	27	1	146
105	17	18	4	177
118	6	24	2	144
23	15	11	3	12
66	25	4	1	197
10	15	27	3	115
107	12	28	4	59
132	36	15	1	65
85	18	41	2	98
35	6	34	1	203
81	30	17	2	24
135	8	12	2	194
137	30	37	3	58
63	15	10	2	86
14	23	4	2	142
58	24	13	2	17
78	23	38	1	23
117	38	22	4	28
151	31	10	4	174
32	21	5	2	50
19	11	14	4	151
86	16	29	4	153
92	5	10	2	131
59	6	25	1	154
28	31	3	2	176
30	36	38	1	2
145	33	30	1	108
8	35	26	3	11
74	32	35	3	145
106	11	16	4	116
94	34	7	2	63
81	36	24	3	133
31	16	6	1	77
143	10	20	1	36
88	3	28	1	66
27	38	22	2	4
96	40	28	2	99
72	10	6	2	149
105	29	14	1	20
57	13	3	3	71
22	8	8	3	171
137	10	15	2	45
68	6	20	2	152
107	7	38	1	38
12	18	12	1	5
51	38	20	2	120
17	24	24	3	71
131	41	41	3	55
143	30	27	4	183
20	1	33	4	74
135	24	15	4	20
125	15	18	2	113
30	25	10	4	9
89	25	9	2	204
117	30	20	3	205
98	40	35	4	81
30	11	29	3	158
37	6	36	3	18
37	3	37	2	33
49	16	39	4	91
32	14	38	1	167
18	17	26	2	171
138	40	22	3	127
71	32	35	2	73
35	22	33	2	116
100	29	5	1	63
96	35	34	2	112
15	12	40	3	150
126	35	2	2	110
99	10	24	3	52
53	35	34	1	187
124	14	30	4	139
61	9	33	2	151
48	4	10	4	31
81	2	9	4	180
44	20	15	2	52
91	18	14	3	6
46	37	14	4	107
5	16	17	4	120
20	27	26	1	21
109	30	30	1	145
2	24	34	1	27
131	9	33	2	51
71	41	11	4	78
100	21	36	3	143
105	19	15	3	127
45	39	41	3	28
151	4	36	2	43
122	11	12	3	139
99	24	18	1	23
120	41	17	4	79
35	11	30	4	60
50	13	26	3	56
151	22	7	3	24
12	16	21	2	163
75	19	5	3	28
5	27	13	4	112
90	25	24	2	5
151	39	11	2	91
143	36	40	2	53
66	39	25	1	14
37	15	12	1	161
68	41	41	2	128
38	23	30	4	193
68	38	9	4	62
34	9	3	1	30
2	4	27	3	98
13	25	34	2	10
141	17	30	2	186
149	16	25	1	180
62	26	9	4	16
106	27	20	3	12
54	6	25	4	128
77	22	34	3	4
41	16	39	2	11
95	29	32	3	9
72	35	3	3	152
17	22	20	2	13
1	1	23	2	144
90	18	29	2	117
139	3	19	3	204
72	24	40	2	202
146	15	23	3	204
18	19	10	2	78
34	39	34	3	13
81	40	12	1	163
62	29	13	2	180
132	34	21	2	81
137	14	13	4	130
124	34	9	2	145
102	22	38	3	32
74	8	25	1	22
11	27	12	1	99
35	31	12	4	28
94	6	21	4	187
134	2	13	4	15
92	1	19	4	5
127	16	17	1	190
58	13	39	4	72
56	39	11	4	130
69	35	33	4	165
96	31	11	2	66
51	12	26	2	4
84	4	18	1	8
12	28	11	4	14
65	6	12	2	93
133	37	38	4	104
15	8	25	2	77
114	22	32	4	126
14	14	41	1	29
119	31	6	2	121
37	8	2	2	5
134	33	2	4	71
67	10	18	2	89
95	31	10	4	36
131	31	23	3	132
24	11	21	2	13
39	12	13	2	50
89	19	24	2	187
96	1	24	2	40
129	8	38	3	190
72	27	7	1	10
4	40	19	2	199
18	34	1	2	29
150	32	36	3	51
37	19	26	3	6
60	30	4	3	90
36	25	8	1	6
99	38	31	1	27
46	41	29	4	115
108	5	29	4	47
33	7	27	3	20
42	26	41	1	170
76	23	40	2	190
113	1	20	4	118
119	26	41	1	10
104	33	7	4	133
14	11	18	4	22
135	23	38	4	67
81	17	26	3	83
140	25	1	3	16
88	9	37	3	80
19	36	21	1	178
11	35	2	1	8
12	5	8	3	56
68	5	26	1	2
119	37	32	4	201
40	14	2	4	4
37	20	10	3	118
117	7	19	1	170
50	25	30	3	22
105	24	32	1	206
89	21	6	3	161
66	6	19	4	9
51	23	10	2	6
147	6	33	3	98
115	17	2	3	154
82	17	32	2	78
2	35	31	1	5
26	19	1	3	46
45	34	30	3	115
49	31	29	2	55
51	10	1	4	66
58	5	37	1	69
35	15	23	4	43
89	7	2	4	145
101	25	4	3	74
143	37	38	3	12
80	3	9	2	31
84	20	39	4	127
73	16	33	3	84
64	19	36	2	88
18	13	31	2	157
116	40	14	2	55
60	7	1	2	4
131	32	17	4	32
43	12	35	4	175
76	24	23	1	118
23	2	14	1	181
59	17	15	1	183
124	41	27	2	27
118	41	36	1	166
85	27	25	4	144
36	13	3	2	38
59	3	34	1	120
20	36	30	1	26
21	14	12	1	198
49	22	28	3	8
92	3	15	1	138
33	3	38	3	10
57	29	5	1	31
62	32	24	2	21
106	25	35	3	70
17	29	28	3	56
138	15	23	4	58
103	11	25	1	8
40	39	30	4	52
67	33	12	4	165
34	33	15	2	123
4	25	36	4	13
88	37	9	3	14
84	40	1	3	102
9	36	4	4	88
120	15	15	1	56
142	4	28	1	19
113	9	3	1	40
56	8	5	4	47
75	27	9	2	165
114	27	38	1	17
15	11	2	1	133
50	19	31	2	130
93	24	34	1	195
48	17	19	3	20
17	20	3	3	123
149	28	31	1	43
109	23	10	3	117
101	7	36	2	30
94	3	13	4	25
92	27	1	2	36
92	24	33	1	10
126	14	18	2	101
113	10	26	1	191
39	9	9	2	18
113	20	1	2	83
26	14	14	4	44
18	33	32	3	166
50	10	14	2	127
79	3	35	4	11
20	10	38	2	110
11	4	26	4	140
107	2	29	3	39
115	8	21	4	4
83	1	32	3	101
79	36	8	3	30
49	27	27	2	103
99	30	16	3	142
3	35	34	3	33
14	36	26	1	77
74	28	8	2	136
126	4	36	1	144
94	5	24	1	31
59	25	26	2	118
59	35	9	1	174
109	33	18	3	4
77	16	20	1	88
66	33	39	2	20
125	38	38	2	16
51	18	34	3	85
123	38	20	4	186
84	41	9	3	198
63	12	39	3	25
147	24	25	2	93
48	39	11	3	93
85	4	6	4	15
5	25	2	4	160
129	37	31	1	42
74	12	32	4	20
102	32	26	2	81
104	8	30	1	148
122	32	23	3	69
138	20	17	3	147
31	25	21	2	161
85	5	21	3	140
28	24	9	3	33
36	34	18	3	95
75	9	19	1	3
112	13	39	2	85
84	39	20	3	5
60	24	41	4	21
99	32	11	1	84
12	26	9	3	52
139	20	39	3	50
66	24	14	3	194
19	2	20	3	49
32	26	37	4	182
42	36	35	4	49
82	31	20	4	14
52	33	28	2	176
145	7	40	2	24
127	32	2	2	195
58	37	28	1	118
52	40	30	2	95
132	15	13	2	125
41	24	1	1	104
64	34	4	4	117
133	13	2	4	142
131	34	24	2	12
130	13	12	4	121
67	24	19	4	43
97	20	6	2	136
149	11	32	2	25
61	15	35	2	128
61	12	31	1	126
47	20	19	4	33
68	16	27	4	171
129	11	8	1	41
14	25	35	1	50
103	40	18	3	179
19	32	1	3	38
19	15	28	3	140
77	17	27	4	203
136	17	16	1	127
71	31	27	4	104
94	24	11	3	168
151	13	33	2	134
111	31	38	1	19
128	28	18	1	66
112	8	31	2	23
41	12	22	4	47
74	20	7	1	199
45	9	2	2	180
8	31	35	3	7
47	4	25	1	145
58	8	38	4	29
60	39	20	1	76
35	7	18	2	185
57	39	40	3	152
55	6	28	4	2
72	9	5	4	183
119	10	26	3	197
38	26	38	4	79
121	24	31	4	11
83	19	27	3	114
96	30	23	2	34
22	25	29	4	62
26	5	40	2	79
97	18	4	1	125
126	15	28	2	27
140	20	39	1	9
8	6	2	4	40
97	13	28	1	22
84	7	13	1	154
79	19	12	3	9
32	40	33	2	22
18	26	39	3	59
136	41	11	2	88
54	16	40	1	168
74	14	26	1	13
114	31	23	2	80
66	36	2	4	63
97	27	32	2	181
59	19	24	2	146
56	29	29	2	135
144	33	28	3	72
58	15	41	4	82
80	23	31	1	97
54	4	11	1	20
58	27	5	4	186
71	16	23	1	4
100	31	27	4	11
86	3	34	4	162
8	14	32	1	84
38	22	4	2	12
84	38	19	4	30
40	19	37	2	101
53	15	29	4	30
141	9	15	4	82
25	38	21	2	193
68	9	18	1	19
127	20	39	1	185
104	12	21	3	41
121	19	12	1	123
82	4	29	2	188
32	39	31	1	20
62	15	18	4	205
25	5	25	2	135
2	27	9	4	73
138	10	38	1	27
49	2	38	4	157
129	7	9	1	27
16	30	31	3	9
99	8	2	1	116
139	25	4	1	94
101	20	15	4	34
75	7	4	2	40
54	15	12	4	7
61	11	1	2	146
108	28	17	4	21
18	30	36	4	20
51	31	12	1	54
58	28	8	2	114
145	35	25	2	105
29	21	5	2	103
26	39	18	4	192
38	11	17	2	47
140	26	10	3	200
52	18	32	2	72
127	14	22	2	14
103	2	22	2	151
40	30	31	4	170
54	23	32	1	29
88	27	39	3	35
8	8	31	3	34
129	31	40	4	115
28	39	17	3	166
142	28	29	2	163
3	12	11	2	44
39	21	34	4	151
78	41	21	1	38
37	7	24	4	9
36	7	17	2	19
8	2	38	3	3
66	40	29	3	7
1	4	5	2	157
