width	diameter	pcd	et	dia	manufacturer
24	15	30	108	57	3
10	17	42	90	110	66
23	16	49	56	38	68
20	14	49	47	65	53
11	5	26	19	43	54
14	1	47	64	20	70
14	8	43	61	38	72
25	10	17	17	92	32
7	4	4	17	13	35
14	6	45	41	27	16
26	13	33	87	92	42
21	3	15	35	96	47
15	6	23	20	12	33
3	4	11	26	55	15
4	13	41	16	4	12
20	4	21	95	33	31
10	1	51	50	93	6
2	14	29	107	68	89
17	6	22	6	42	69
26	14	34	82	77	81
13	3	28	108	36	38
23	1	44	15	52	18
4	5	46	95	69	80
14	7	5	15	113	50
20	2	36	11	29	61
15	10	7	11	36	83
3	7	27	29	31	13
16	14	2	34	35	71
8	17	8	87	53	7
5	14	48	7	38	21
19	10	32	101	7	60
21	16	39	70	72	17
14	17	38	28	84	56
6	8	31	29	52	11
4	1	48	45	43	20
18	11	26	110	30	30
22	8	50	122	56	23
14	8	35	22	39	46
7	8	39	121	19	37
17	8	18	48	13	39
2	15	9	21	27	41
24	12	16	93	81	49
14	17	27	122	92	62
3	13	12	28	20	65
24	18	41	4	28	67
9	8	31	114	43	27
13	16	6	53	29	64
5	6	27	126	44	48
11	14	27	74	3	57
5	3	13	95	14	78
14	15	14	115	32	34
1	16	1	53	46	45
19	14	41	30	12	4
19	14	50	48	47	26
5	10	31	69	102	76
10	4	40	12	74	77
23	4	14	89	50	9
12	18	24	74	90	52
24	12	19	76	18	28
15	15	12	20	16	74
20	11	19	71	69	19
1	2	42	2	25	1
3	1	7	98	27	3
10	9	37	7	98	22
19	17	13	52	74	86
16	7	7	106	44	73
9	9	37	17	29	51
23	11	51	7	53	36
20	2	23	109	27	40
11	2	10	86	9	10
22	5	43	15	18	8
15	1	24	23	103	43
26	15	43	77	51	87
25	1	22	44	62	2
7	15	1	101	36	24
12	5	20	2	7	82
11	13	25	113	61	63
5	9	41	114	41	29
24	14	39	87	13	55
11	14	30	63	62	44
3	6	29	44	47	85
10	18	48	107	3	25
24	5	45	9	15	14
17	4	12	62	46	59
26	9	17	41	86	79
15	1	11	31	80	88
6	15	49	64	82	75
5	2	26	67	77	5
9	1	27	89	95	15
23	13	3	46	76	47
6	2	18	122	21	20
22	18	28	10	53	50
9	8	4	78	14	83
17	7	6	8	90	38
10	2	19	77	1	58
16	10	38	25	26	61
1	6	3	17	41	42
25	10	39	35	23	13
13	4	5	74	1	66
4	12	9	59	30	6
8	13	21	121	17	56
25	7	42	57	108	46
6	10	44	34	34	64
22	6	4	61	30	31
14	4	9	44	112	48
4	7	28	37	16	72
13	10	36	5	70	80
6	5	9	37	105	52
9	2	40	47	44	86
8	15	16	10	94	53
24	2	34	98	25	22
15	8	46	107	49	68
5	13	47	24	39	7
1	5	4	124	23	19
3	1	47	119	60	84
20	9	46	108	52	69
12	13	37	57	57	60
10	1	32	58	18	36
26	8	8	44	24	17
9	4	13	19	24	4
20	12	48	6	15	18
19	16	48	121	67	88
12	1	28	12	48	32
17	8	34	87	7	89
21	18	13	37	47	33
1	3	50	74	25	51
24	6	13	39	16	11
1	9	35	43	28	54
17	14	34	71	112	57
24	5	37	118	48	12
7	9	34	88	62	21
17	11	35	123	71	67
8	14	31	58	79	34
18	2	31	102	101	35
15	15	28	88	87	71
11	14	50	57	81	16
2	13	4	108	88	70
9	17	45	94	108	1
20	1	17	85	75	81
8	10	24	44	4	73
16	6	43	94	45	2
5	6	29	119	100	82
1	5	31	110	96	41
18	3	5	107	83	63
5	6	46	47	36	45
9	11	48	97	49	79
2	16	5	30	44	49
19	7	36	61	4	87
17	12	47	93	70	77
8	16	14	104	62	40
3	4	15	110	68	27
11	7	48	94	25	43
15	2	6	68	94	65
5	3	8	98	68	44
18	6	4	68	54	76
18	8	25	112	96	62
6	7	23	110	59	37
23	9	21	8	72	10
11	3	34	33	16	23
22	12	1	5	49	30
10	17	51	4	22	39
11	4	35	11	54	3
10	14	28	77	54	8
5	9	29	118	101	59
17	4	38	56	22	29
26	14	30	7	102	74
17	5	14	103	102	26
7	7	22	111	86	9
5	10	2	3	54	28
16	16	26	16	57	85
5	15	26	123	103	55
18	9	30	11	70	14
3	13	29	22	42	83
9	13	49	53	11	24
8	16	42	13	27	78
9	11	12	16	37	25
5	9	38	22	37	75
23	5	25	106	5	58
12	15	43	91	80	31
20	16	37	107	34	9
16	5	32	104	11	1
8	15	40	53	22	11
16	7	26	41	104	57
12	9	7	36	83	38
25	5	6	77	50	15
7	14	7	43	51	50
19	10	13	40	29	71
17	5	5	59	3	81
2	10	39	12	42	5
1	1	9	95	116	34
7	6	20	9	81	20
14	11	51	3	13	42
13	17	33	72	65	47
17	11	16	118	86	43
10	18	3	118	45	70
4	11	14	91	9	19
15	1	20	22	54	6
26	3	13	68	61	48
17	16	15	27	49	56
14	5	50	6	21	33
16	7	18	124	27	64
14	9	49	82	2	23
18	8	16	28	41	36
12	18	44	28	25	61
14	15	11	102	54	53
4	14	49	38	113	22
26	13	26	26	116	35
11	10	16	61	34	12
3	15	20	30	49	8
26	9	50	125	64	52
16	4	51	38	48	51
6	7	7	105	107	46
26	2	29	93	108	68
10	13	9	45	78	18
22	17	25	30	45	7
11	3	41	67	6	65
7	3	13	118	21	80
4	5	4	60	58	16
15	12	41	62	55	89
3	8	36	77	98	73
24	12	26	121	84	66
19	17	29	59	75	17
13	16	23	39	97	60
18	5	9	89	12	13
19	8	49	85	51	32
19	10	35	19	45	21
13	16	10	43	21	86
12	18	10	102	26	88
13	10	29	37	72	69
7	1	10	91	17	72
25	9	29	95	106	4
14	16	10	87	63	41
22	10	35	74	62	84
5	6	16	70	49	54
7	7	9	36	49	67
11	15	35	14	64	30
2	1	2	28	45	9
13	10	37	93	9	78
18	6	35	104	17	19
2	17	1	9	28	15
25	4	23	34	19	28
26	5	48	73	82	85
13	18	5	122	25	29
10	13	28	94	112	59
7	4	10	6	57	49
25	7	47	72	38	74
11	18	44	64	5	87
16	12	24	123	97	40
19	5	23	17	20	75
8	17	4	33	34	25
23	16	27	97	23	82
24	11	49	18	46	62
20	10	32	114	8	39
7	18	21	23	6	58
26	6	40	109	39	37
2	16	12	44	51	76
12	2	22	117	112	45
20	15	23	99	104	26
13	16	22	106	77	24
13	18	30	36	66	83
10	15	22	59	105	63
8	10	25	8	95	2
22	1	25	35	36	77
12	9	45	96	6	3
3	1	29	8	36	55
25	16	10	40	94	44
6	15	6	114	116	79
15	5	39	46	47	14
4	11	26	79	40	10
13	7	32	66	46	27
26	11	11	107	50	7
15	2	19	78	58	46
8	12	4	84	48	33
11	11	19	51	20	11
18	17	2	4	81	81
7	13	51	67	91	13
21	13	46	83	84	5
25	12	10	97	73	20
6	8	25	60	41	47
12	18	6	87	43	34
21	14	45	44	48	42
11	10	11	111	48	31
24	11	29	97	95	73
24	8	42	33	114	71
16	12	47	105	99	38
18	1	44	37	12	53
15	11	8	91	27	84
20	13	11	37	56	1
3	5	38	97	15	4
19	6	29	115	70	6
9	6	49	57	96	50
14	15	23	93	101	21
24	18	2	35	40	57
18	3	5	90	28	70
21	8	18	63	54	60
1	3	23	37	7	22
13	1	43	59	13	16
1	5	7	45	25	67
17	16	33	115	50	66
4	7	51	62	96	30
6	13	13	103	94	72
15	4	48	10	85	52
18	18	29	85	58	51
26	10	13	86	112	56
16	13	35	68	14	14
2	12	49	5	40	35
5	6	10	26	16	26
11	1	21	103	21	64
10	2	5	72	42	43
13	17	29	67	107	23
8	16	49	90	42	48
6	18	33	35	46	86
4	12	33	40	89	74
6	9	34	115	53	63
20	4	2	46	36	89
4	3	12	122	62	69
20	18	33	1	37	24
12	10	6	98	66	18
23	18	23	29	112	19
13	3	4	14	55	54
2	3	4	49	50	39
8	7	49	77	26	36
7	14	22	28	78	15
8	15	50	36	14	65
4	17	18	66	100	83
6	9	12	54	54	68
17	13	31	14	75	80
25	5	17	103	98	88
23	11	41	34	111	77
20	10	17	55	20	17
22	3	38	64	1	12
8	16	36	126	13	58
7	9	18	29	99	32
14	7	26	99	78	61
11	3	51	18	26	8
25	5	23	65	37	59
8	1	39	29	50	1
7	18	7	56	40	7
20	7	41	12	103	33
6	2	42	24	18	25
10	6	41	117	9	44
17	3	6	19	98	9
16	17	13	84	78	45
1	15	18	64	43	85
3	3	33	88	114	10
15	10	17	105	4	50
11	15	28	118	50	28
6	15	20	33	104	62
17	2	21	30	31	11
18	16	34	120	14	40
8	3	15	59	29	29
16	2	23	62	17	42
22	2	49	93	83	82
1	4	36	80	14	79
2	2	15	61	54	37
21	4	51	98	12	75
4	6	3	1	10	41
18	16	39	57	61	38
17	11	19	64	48	55
13	4	32	94	3	76
14	7	5	109	47	87
24	9	47	60	22	27
21	6	6	102	73	49
17	1	46	7	104	2
2	13	28	31	1	78
26	11	22	5	68	3
6	3	33	2	42	21
12	11	4	111	102	6
20	10	25	26	19	46
20	6	32	77	30	56
20	14	4	91	79	63
25	8	12	64	77	84
15	15	14	45	23	4
12	4	35	50	2	57
23	14	34	95	81	32
24	17	14	111	72	64
20	17	33	104	57	52
19	12	39	5	24	34
15	14	5	115	8	54
19	2	25	64	112	8
6	4	7	87	23	23
6	12	21	52	13	13
25	3	19	124	75	73
7	11	6	41	82	81
3	14	6	1	46	12
25	9	18	14	15	5
22	6	35	95	114	65
14	2	5	97	51	47
19	11	5	92	82	53
9	17	29	13	109	36
26	12	18	20	45	71
2	6	47	83	82	80
26	9	7	95	48	60
24	16	25	78	37	72
25	5	25	5	76	48
16	1	32	109	66	20
19	8	35	107	58	31
5	9	12	97	1	51
25	18	47	13	59	64
18	8	47	126	75	29
22	10	8	83	113	59
23	2	28	124	10	69
7	15	29	38	115	88
18	7	32	34	60	49
1	16	6	66	76	14
14	7	23	126	3	24
15	10	42	120	37	79
10	16	34	99	48	41
10	18	18	115	11	86
20	17	25	19	54	45
14	1	8	47	7	43
21	18	33	12	67	17
8	14	32	100	5	30
14	17	47	71	33	28
21	3	12	87	76	87
22	1	35	60	27	35
23	14	29	33	82	22
2	14	21	17	100	3
21	3	21	118	51	68
22	6	49	126	57	83
22	2	35	63	20	16
16	4	28	97	32	74
12	10	5	68	20	19
4	15	25	111	20	15
16	12	29	110	38	26
24	9	28	57	38	77
8	16	34	46	54	18
3	1	42	21	38	38
24	10	29	19	27	70
23	10	12	79	18	40
11	15	35	124	79	66
19	13	29	111	13	67
16	9	12	120	82	58
4	16	34	29	116	44
23	4	34	69	70	1
15	13	42	42	81	75
25	5	23	96	48	61
12	6	21	45	89	89
4	3	28	100	18	39
17	18	29	75	89	76
23	15	35	25	11	37
11	12	42	68	15	2
10	13	35	120	5	11
14	8	21	74	42	82
20	13	12	36	3	85
10	6	49	14	92	55
22	16	42	110	92	67
3	1	34	100	91	20
10	13	38	109	69	42
9	18	49	7	20	46
19	15	12	33	61	50
21	18	28	8	49	80
18	11	49	76	66	33
10	6	21	65	34	27
14	9	32	118	114	7
4	12	8	92	108	9
3	10	23	106	22	8
1	8	45	10	2	10
13	18	21	3	81	71
6	6	47	31	63	12
7	13	28	63	66	84
22	8	49	99	95	6
16	11	49	27	22	78
15	6	26	49	61	25
2	2	13	119	66	57
10	17	24	28	94	21
13	12	32	110	31	62
20	18	21	86	18	72
6	9	32	20	51	31
20	18	48	72	51	44
24	12	34	23	76	36
6	6	17	25	6	60
20	6	46	118	58	34
26	1	32	48	54	41
4	9	40	44	50	65
24	11	43	20	35	53
24	4	28	29	3	37
6	12	19	100	103	66
4	15	28	84	84	68
17	16	32	55	1	74
26	11	22	115	35	39
22	17	15	75	106	13
25	13	32	15	47	86
17	13	30	81	6	23
4	12	37	11	3	45
13	7	41	13	18	81
21	2	30	56	63	59
12	3	32	49	99	28
19	12	8	119	44	15
15	3	10	44	95	18
8	12	30	2	52	22
5	11	15	104	92	2
18	1	51	10	55	48
15	12	12	75	10	17
1	5	51	56	27	47
25	17	50	23	54	32
26	14	42	101	8	70
12	17	42	122	70	51
4	4	27	34	77	43
12	14	16	89	63	64
9	1	8	121	41	73
1	12	51	28	57	54
6	15	48	16	55	56
3	10	18	91	51	52
23	1	21	75	84	63
19	11	37	13	54	5
15	13	18	98	109	49
1	17	28	98	46	4
14	14	26	124	83	84
26	13	24	34	63	88
19	8	51	5	31	29
16	8	31	66	28	55
8	3	19	5	57	69
16	16	24	101	59	75
14	6	24	111	37	71
10	13	34	75	68	19
1	6	13	85	68	9
11	10	24	41	13	1
16	14	9	9	75	11
25	10	48	11	12	24
25	10	36	115	36	67
3	9	46	89	33	87
9	12	22	42	60	42
13	18	16	15	48	14
7	3	27	72	89	79
26	7	22	47	20	54
10	13	37	104	16	57
24	15	48	8	74	16
25	12	44	69	43	30
12	7	37	120	61	62
5	5	50	29	72	83
11	1	16	40	82	27
24	11	7	54	6	61
6	6	12	53	89	86
7	5	9	60	74	40
24	7	44	5	17	26
23	15	3	67	114	20
20	16	44	40	22	3
17	2	37	31	2	8
24	8	24	86	12	58
3	3	44	125	26	89
9	13	48	12	39	10
2	4	49	118	71	77
19	7	18	73	16	35
9	1	6	22	78	68
24	14	51	37	34	38
19	8	13	87	4	2
17	7	44	66	114	60
26	12	42	17	32	76
22	8	38	124	86	34
26	4	38	49	95	53
14	9	1	30	40	6
8	5	17	47	69	64
6	1	23	83	26	17
4	1	5	54	39	13
7	8	7	1	63	66
21	12	30	72	35	21
11	17	18	22	95	33
1	3	7	91	16	32
10	11	20	98	61	85
25	7	44	85	91	63
6	14	27	99	43	72
24	4	51	49	25	82
17	8	35	84	69	48
20	16	31	28	13	46
5	17	16	41	83	4
14	9	43	117	49	39
12	9	22	37	8	50
13	5	16	1	11	56
18	12	19	94	8	80
17	12	15	67	12	12
17	7	18	90	38	78
15	16	26	76	42	7
14	8	14	23	18	22
6	8	40	67	60	18
8	15	19	39	92	20
11	15	8	104	112	25
10	9	29	15	30	87
13	18	26	22	6	77
3	12	16	50	9	31
3	2	13	45	38	62
22	8	26	24	108	51
4	3	44	36	24	72
13	10	45	118	76	75
24	7	10	67	47	83
20	2	27	87	36	35
24	16	43	83	55	41
6	17	13	94	77	26
21	17	8	46	91	65
1	9	13	61	20	44
21	9	3	13	37	15
4	3	43	73	41	88
1	11	4	122	60	74
15	13	21	99	40	67
24	13	4	11	92	81
9	9	11	83	13	37
5	4	34	28	28	8
20	17	20	48	4	16
15	7	2	64	55	59
23	1	1	122	43	49
11	18	34	17	109	14
17	5	11	97	35	36
19	2	25	36	103	27
16	4	30	103	114	69
12	5	41	11	42	80
17	16	51	96	109	5
21	13	28	78	86	55
18	13	41	74	82	73
21	4	33	55	29	23
22	3	40	105	13	43
20	1	49	110	49	29
6	18	51	89	97	28
26	2	19	92	34	47
15	7	2	118	39	52
14	17	27	75	58	86
4	10	7	31	78	70
10	14	4	114	37	45
9	3	46	6	61	30
7	8	6	30	34	19
26	18	5	118	13	79
1	5	13	33	64	89
4	18	16	86	42	11
9	14	37	59	17	85
2	17	9	18	93	10
14	5	2	113	19	76
18	17	45	5	4	84
19	10	25	123	6	42
7	17	19	42	31	87
23	6	12	5	13	6
24	7	47	70	100	22
5	13	16	76	22	52
6	13	50	62	79	2
4	1	2	112	29	32
18	10	26	100	69	82
4	9	12	105	27	18
15	1	8	39	57	78
3	14	44	102	16	56
3	15	12	52	19	61
8	15	5	12	56	39
18	14	23	13	99	3
5	5	1	83	51	40
22	6	32	81	33	38
10	15	47	3	56	13
6	17	10	112	50	4
22	7	2	49	16	1
22	11	3	19	14	24
11	2	14	66	14	53
16	4	1	13	16	63
3	3	20	83	100	58
19	4	36	24	66	44
25	8	7	2	29	43
5	18	11	124	61	46
13	15	15	107	4	57
21	2	42	61	23	54
5	9	39	64	63	25
18	18	37	25	86	71
21	5	40	100	42	9
22	14	39	31	59	65
7	8	9	117	77	33
21	14	19	66	13	8
23	10	28	81	44	21
5	3	28	66	47	79
7	2	44	57	82	55
26	14	9	55	42	51
11	4	15	87	45	14
10	12	13	125	46	60
15	6	45	48	59	73
16	10	22	36	109	35
18	1	11	42	113	26
10	5	35	38	44	28
5	4	2	8	64	37
15	1	41	124	36	41
22	3	45	104	22	45
11	18	11	43	19	16
13	1	9	19	22	89
2	3	40	51	38	31
12	2	30	123	115	86
25	7	30	3	24	70
18	5	18	87	116	72
3	7	48	71	2	7
4	8	1	125	82	48
25	16	24	83	49	50
13	18	49	45	21	34
3	6	23	36	106	23
7	3	26	120	45	27
21	1	45	53	61	74
15	10	10	47	13	80
11	11	40	34	116	47
24	10	49	125	103	20
2	15	9	1	73	17
16	7	25	42	93	68
25	6	27	60	85	36
14	12	17	96	59	67
21	16	47	84	45	88
2	5	10	88	49	81
25	1	28	123	42	64
25	15	30	18	55	12
5	13	36	51	31	66
11	3	51	84	35	62
10	8	17	119	64	10
19	18	50	68	39	25
13	9	7	113	35	18
9	5	30	41	109	32
19	18	16	67	36	63
2	18	29	91	78	30
2	18	37	14	106	64
12	8	12	55	28	46
22	1	26	38	89	44
17	13	36	17	101	38
5	12	13	38	71	85
16	2	30	15	3	53
22	5	35	7	75	71
24	2	17	71	29	4
26	8	4	6	115	57
2	10	34	2	12	69
14	7	22	25	25	75
18	15	28	70	20	56
2	2	9	34	11	42
1	16	1	36	105	43
24	18	16	52	64	65
25	16	35	91	82	77
26	5	25	50	40	19
13	12	16	90	111	61
10	15	38	78	90	76
14	5	4	42	68	49
8	15	46	35	8	82
26	14	3	90	18	14
12	12	35	103	49	24
21	4	15	39	30	16
19	3	15	114	28	3
18	12	46	125	51	83
6	2	40	101	16	29
8	10	47	102	108	6
20	5	6	57	115	59
3	8	44	75	38	45
26	2	21	89	99	5
22	2	11	4	72	78
13	11	39	108	26	40
2	9	16	99	15	22
2	11	3	23	31	52
23	14	12	40	36	15
9	2	51	55	15	87
9	15	32	76	45	23
8	12	7	35	2	26
10	6	8	26	13	62
7	18	26	18	25	46
14	18	7	53	112	17
19	1	14	2	81	36
23	17	5	121	14	55
17	2	15	28	32	88
16	12	20	77	53	41
23	7	35	65	24	86
8	13	21	10	47	74
9	13	43	119	46	58
12	10	14	13	5	89
17	17	26	1	85	79
7	12	2	40	104	73
5	12	5	108	65	9
17	12	49	36	12	37
21	1	36	62	2	34
19	7	15	76	25	80
22	9	6	46	55	25
19	3	32	62	26	13
13	6	50	124	69	21
15	13	46	15	21	48
25	11	4	119	10	1
25	14	22	4	87	8
15	14	2	123	51	39
22	2	43	125	102	33
23	9	29	64	15	81
10	1	44	22	108	31
19	8	42	83	99	68
7	14	50	81	42	60
16	8	7	88	46	84
15	12	4	8	100	11
21	12	23	41	10	2
3	10	33	56	115	54
1	1	29	104	63	7
18	8	14	80	10	35
21	14	1	59	94	27
23	10	43	96	21	51
5	17	12	50	42	3
15	7	39	103	68	45
9	4	27	28	69	75
10	3	27	79	67	71
6	11	30	116	91	88
10	17	14	62	12	65
6	7	36	68	40	59
16	18	10	3	12	23
10	11	31	124	49	49
1	14	37	56	31	63
6	7	41	58	102	24
19	5	31	3	33	43
7	16	2	33	18	42
14	12	15	65	112	15
1	16	51	34	58	10
3	8	24	3	50	61
16	11	21	28	4	70
20	5	23	21	53	85
10	14	8	52	55	82
26	4	8	125	11	64
5	11	11	99	94	40
20	7	51	33	7	20
19	3	19	23	12	78
15	13	30	29	44	35
17	2	4	74	40	12
23	4	45	86	65	38
17	10	31	82	31	50
21	14	12	15	98	56
1	14	12	126	11	66
23	4	10	53	85	28
15	11	11	36	29	22
8	4	3	107	104	5
9	3	22	26	59	47
15	7	24	35	70	69
3	5	50	112	63	6
18	16	11	71	3	32
9	13	4	107	64	18
26	3	19	123	105	16
24	18	49	40	77	19
21	9	28	45	94	29
22	18	12	115	43	53
19	10	47	90	74	30
4	15	45	43	75	77
25	11	41	10	69	72
6	18	44	107	32	67
21	8	15	38	1	26
26	13	19	58	10	39
24	10	18	53	83	76
21	7	32	8	41	61
11	11	21	47	32	60
5	17	14	57	86	12
19	5	10	74	59	79
26	10	47	112	94	36
5	8	4	110	80	80
3	5	13	12	28	42
9	18	46	71	15	41
13	14	14	60	56	46
13	14	38	98	32	14
20	17	37	18	63	75
8	3	24	95	66	87
19	18	2	97	60	66
22	17	23	24	21	54
17	4	13	106	18	52
13	8	23	9	67	84
1	17	48	44	18	68
7	11	1	74	11	4
18	14	15	62	10	8
26	7	5	61	48	25
14	18	1	54	110	10
12	4	42	77	62	33
22	7	40	86	82	2
8	9	3	123	82	37
3	18	22	104	29	83
25	16	13	26	31	40
7	12	35	34	59	34
2	6	29	80	77	44
9	10	27	14	4	85
1	16	31	126	114	73
19	11	24	31	42	81
12	12	14	78	24	21
10	9	44	68	21	9
15	15	6	113	99	57
20	12	33	107	43	58
3	4	23	14	108	89
7	1	31	86	54	86
16	9	43	18	69	17
2	13	41	86	74	48
6	18	45	79	11	55
10	11	9	46	13	88
21	5	1	117	95	67
19	11	51	25	43	43
18	14	48	41	47	70
1	3	3	28	103	6
20	9	15	92	60	77
8	18	50	111	18	86
16	9	41	78	88	34
22	3	26	20	46	87
18	7	43	54	112	65
1	11	7	62	89	62
24	16	42	50	88	7
25	16	6	24	49	35
20	3	34	64	101	39
26	10	9	4	66	27
14	8	6	76	6	30
24	2	22	90	5	46
21	12	11	74	27	83
21	12	39	124	66	15
11	10	38	84	94	13
13	7	38	30	62	3
3	6	6	74	45	72
19	2	24	38	114	11
11	11	43	35	56	32
24	9	27	104	97	47
12	5	23	10	88	31
7	11	44	84	39	59
12	11	45	29	87	22
18	14	16	111	38	18
3	9	42	39	95	24
11	18	6	62	23	45
7	1	43	11	48	89
7	1	34	13	22	56
18	16	17	88	30	74
3	2	19	117	76	64
16	3	12	70	106	29
25	9	16	73	39	19
19	18	36	26	56	49
4	3	40	126	70	82
5	2	5	45	55	78
2	10	23	78	87	4
7	16	6	5	106	85
5	8	3	94	40	63
3	14	47	46	4	60
25	7	5	102	61	69
12	13	28	59	70	5
7	10	25	76	55	1
17	7	25	125	73	66
6	8	34	106	111	51
8	18	45	119	25	28
4	18	43	88	24	76
22	3	21	18	54	20
2	5	45	93	58	50
9	13	47	10	114	14
15	15	26	90	2	2
2	9	51	90	46	17
18	18	29	3	44	12
23	14	8	80	103	54
15	18	5	69	96	16
17	15	15	50	65	33
25	10	20	71	1	71
23	2	26	50	3	42
25	12	9	33	14	39
25	14	40	108	71	10
7	4	38	35	31	70
6	15	14	46	20	50
14	6	14	92	71	52
6	12	20	57	75	57
25	4	37	67	93	38
10	14	4	35	52	75
21	3	48	26	60	61
15	10	47	16	93	8
8	11	11	6	64	23
4	18	25	77	63	86
12	17	40	81	76	44
14	7	48	50	14	11
12	18	18	99	28	73
2	17	39	56	79	51
25	12	20	27	102	66
20	15	38	94	83	81
20	16	32	125	113	79
1	14	25	100	92	41
16	15	7	99	1	9
9	15	32	5	38	55
26	2	14	5	84	78
6	4	33	42	5	80
21	13	34	7	50	26
7	1	44	106	64	36
21	12	22	91	39	53
17	4	48	92	61	84
18	2	38	48	78	43
12	2	16	23	44	40
1	12	18	114	113	37
13	11	16	125	19	25
11	12	24	7	25	15
5	7	4	26	95	58
1	18	27	59	48	21
16	10	24	20	7	28
13	5	51	85	94	31
7	1	24	1	67	63
6	14	46	44	9	13
11	4	2	59	106	49
19	4	8	99	19	47
23	14	10	119	88	59
18	8	43	14	14	68
22	11	39	34	29	89
9	5	17	101	84	19
4	14	37	8	1	27
9	3	20	93	63	76
9	18	50	34	22	30
24	16	26	8	8	32
23	1	50	71	6	1
10	10	31	92	2	22
26	5	44	74	100	40
21	16	8	77	18	60
4	14	36	114	61	35
19	15	32	72	63	48
17	15	36	112	44	3
12	14	49	62	39	4
22	10	32	6	111	88
19	13	29	43	17	57
24	5	40	123	45	34
18	14	24	8	26	85
20	4	6	35	109	62
19	5	16	16	28	7
4	3	27	12	87	56
20	4	24	29	78	5
26	17	8	16	80	46
3	10	14	43	1	87
9	11	49	46	63	17
15	8	51	83	104	53
1	4	19	68	59	36
12	5	39	8	101	42
11	15	13	36	107	77
17	1	38	91	23	83
14	18	50	79	57	14
10	7	18	121	71	69
2	3	24	24	75	74
5	8	22	101	79	81
10	13	18	95	17	67
23	2	30	74	104	45
13	11	31	80	80	72
23	12	29	98	87	61
1	9	1	12	15	26
10	12	48	113	4	29
8	1	20	95	70	24
26	8	33	110	47	82
1	12	38	31	74	2
7	10	47	75	32	44
6	5	21	80	2	48
15	4	20	73	92	73
7	1	5	114	72	23
6	17	26	115	47	9
24	8	19	118	44	84
26	12	27	15	17	2
14	15	38	83	16	79
6	12	35	36	67	18
14	14	48	59	66	59
11	10	51	46	24	37
2	11	36	42	28	20
18	2	6	118	37	54
13	18	4	71	108	22
8	6	23	54	36	87
18	13	13	35	63	38
8	10	49	86	60	52
11	11	30	26	75	13
26	11	11	78	43	11
9	12	40	56	25	64
6	6	46	74	48	15
20	2	30	44	64	75
11	3	9	121	89	21
5	6	33	59	1	70
2	6	20	118	95	65
6	4	46	63	73	1
7	10	48	124	113	60
5	10	6	89	57	33
18	3	42	82	57	74
16	14	40	79	19	12
12	4	33	118	31	30
13	8	41	104	105	58
25	17	10	117	7	85
23	6	12	104	55	71
5	8	4	37	107	43
22	2	46	117	17	6
19	13	2	50	48	86
3	16	34	80	78	10
4	13	11	28	15	29
18	3	15	19	71	39
18	7	30	22	97	57
23	16	1	43	64	55
21	17	49	115	17	51
1	2	16	121	75	83
18	16	15	17	24	25
23	16	34	19	36	78
8	8	35	81	100	45
15	17	23	92	38	82
25	4	9	38	34	16
20	17	8	116	62	41
23	8	11	11	99	66
14	8	27	62	1	50
10	14	34	10	66	5
1	18	41	125	30	8
18	16	18	78	65	31
18	17	14	83	90	88
26	16	3	115	9	58
16	17	7	96	56	22
8	15	34	57	92	75
2	6	24	16	62	27
13	2	30	46	49	63
12	13	38	5	42	37
22	15	24	65	11	10
25	15	36	36	92	4
3	11	3	33	78	51
20	7	26	88	67	86
4	16	46	124	57	47
17	13	48	80	11	53
10	7	41	97	31	38
19	15	32	106	42	19
14	8	33	49	55	72
9	5	30	20	111	56
18	2	39	77	85	68
12	13	38	21	113	17
9	13	32	99	23	81
4	11	26	83	17	74
25	16	10	21	99	11
8	18	21	56	114	76
11	2	35	29	25	89
20	12	14	24	106	80
23	2	51	82	67	60
24	12	35	101	66	85
12	17	23	82	79	7
2	8	36	10	32	8
19	9	49	71	102	54
9	3	13	50	43	61
9	10	12	38	105	62
3	18	17	34	66	36
7	6	8	62	20	31
16	16	16	81	29	87
26	8	3	7	57	50
4	6	33	84	104	78
13	15	24	80	104	42
23	18	21	21	59	46
25	15	43	64	33	26
23	9	27	91	61	67
23	17	15	83	9	73
10	17	16	60	112	3
13	16	37	44	101	24
3	18	21	12	20	34
12	3	25	94	69	49
17	14	1	121	97	18
19	13	35	70	97	69
9	9	20	100	67	13
3	1	37	64	96	40
19	10	30	60	106	77
21	15	45	4	24	32
11	1	34	77	58	35
13	18	44	118	14	15
5	6	23	4	62	14
2	16	32	61	10	16
13	14	13	42	96	28
11	8	47	20	90	55
9	11	4	28	65	44
16	14	49	35	112	71
20	2	47	43	42	23
25	18	17	19	95	41
14	9	29	66	56	24
13	15	27	116	88	30
26	16	34	79	75	38
22	5	39	44	25	52
20	6	50	98	74	13
12	10	10	124	22	54
22	7	20	8	29	21
8	13	24	40	15	68
22	5	44	119	19	22
3	18	31	49	62	67
21	7	42	55	65	84
1	1	3	121	56	33
8	11	50	73	44	8
14	8	36	104	43	12
6	2	17	39	61	40
9	18	12	84	9	72
20	7	40	33	87	6
14	2	38	40	17	66
21	11	46	90	34	79
2	6	18	112	22	43
1	8	38	70	6	39
7	13	16	110	67	5
19	10	5	113	18	1
16	17	13	111	42	65
20	1	4	80	32	27
5	18	17	77	55	57
1	14	11	106	90	9
20	11	12	59	24	48
14	4	24	60	64	29
8	16	8	112	1	2
